RDF,1
standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,reads,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_A00979,GWK60_A00979,ORF,CP048230.1,130228,131835,C,1608,8,3896,0.004975124378109453,0.17950569731985236,0.1614278843062056,799,0.4968905472636816,0.4968901658519067,-12.478107791533365,4,0,0,0,0.0,201.0,36.08064516129032
GWK60_A01001,GWK60_A01001,ORF,CP048230.1,132712,132921,W,210,0,0,0.0,0.0,0.0,210,1.0,0.52497918747894,-24.406256007702403,0,0,0,0,0.0,9999,37.326388888888886
GWK60_A01023,GWK60_A01023,ORF,CP048230.1,133262,135667,W,2406,7,1028,0.0029093931837073984,0.1274126511677795,0.03404439408769535,703,0.29218620116375726,0.2921862010869993,-14.399228740808434,1,0,0,0,0.0,343.7142857142857,43.79354838709678
GWK60_A01045,GWK60_A01045,ORF,CP048230.1,136034,137863,W,1830,1,146,0.000546448087431694,0.020310643858398668,0.005884463796598707,1779,0.9721311475409836,0.9721310664962559,-17.206583662866038,0,0,0,0,0.0,1830.0,37.16847826086956
GWK60_A01067,GWK60_A01067,ORF,CP048230.1,138245,140797,W,2553,1,561,0.0003916960438699569,0.01699150424787606,0.021232093699943343,2552,0.9996083039561301,0.9996083038957518,-15.271829687481477,0,0,0,0,0.0,2553.0,43.37931034482759
GWK60_A01089,GWK60_A01089,ORF,CP048230.1,140956,141267,W,312,12,7317,0.038461538461538464,1.6218295218295218,2.201916711877776,143,0.4583333333333333,0.3455781617057679,-11.569022307363314,8,0,0,0,0.0,26.0,42.167567567567566
GWK60_A01111,DIP5,ORF,CP048230.1,142280,144121,W,1842,22,14654,0.011943539630836048,0.5508004712731305,0.8361401739334945,431,0.23398479913137893,0.23398478183033855,-10.5671506601255,2,0,0,0,0.0,83.72727272727273,46.11702127659574
GWK60_A01133,GWK60_A01133,ORF,CP048230.1,147012,147893,W,882,4,2342,0.0045351473922902496,0.25589413847730874,0.38210908238782443,319,0.36167800453514737,0.36128358368795904,-13.212114768839267,0,0,0,0,0.0,220.5,56.42465753424658
GWK60_A01155,GIT1,ORF,CP048230.1,148737,150332,C,1596,7,964,0.0043859649122807015,0.2525879917184265,0.08825056653610074,664,0.41604010025062654,0.41603974018318807,-14.49187087554696,1,0,0,0,0.0,228.0,57.590062111801245
GWK60_A01177,EPA10,ORF,CP048230.1,152581,156771,W,4191,13,3889,0.003101884991648771,0.23452130467162677,0.18968599072702136,679,0.16201383917919351,0.16201383917919351,-12.480701567828849,0,0,0,0,0.0,322.38461538461536,75.60606060606061
GWK60_A01199,PGD1,ORF,CP048230.1,157478,158917,W,1440,0,0,0.0,0.0,0.0,1440,1.0,0.999995881428255,-24.406256007702403,0,0,0,0,0.0,9999,93.45679012345678
GWK60_A01221,EPA9,ORF,CP048230.1,161505,165887,W,4383,6,2113,0.0013689253935660506,0.14836543789315865,0.13503342444995545,2698,0.6155601186402008,0.6155601186402008,-13.360496346319719,0,0,0,0,0.0,730.5,108.38095238095238
GWK60_A01243,GWK60_A01243,ORF,CP048230.1,166594,168033,W,1440,3,1007,0.0020833333333333333,0.23898809523809522,0.23384606931334445,1198,0.8319444444444445,0.8319410180215623,-14.428976084202485,0,0,0,0,0.0,480.0,114.71428571428571
GWK60_A01265,TRP5,ORF,CP048230.1,168514,170637,W,2124,15,4472,0.007062146892655367,0.7036862663039688,0.6396589214680901,935,0.4402071563088512,0.44020715436871927,-12.279228964697804,1,0,0,0,0.0,141.6,99.64197530864197
GWK60_A01287,CWH41,ORF,CP048230.1,170951,173395,W,2445,1,17,0.00040899795501022495,0.03276381467555028,0.0018020383023845882,1818,0.743558282208589,0.7435582820763365,-20.23633100626009,1,0,0,0,0.0,2445.0,80.10752688172043
GWK60_A01309,GWK60_A01309,ORF,CP048230.1,174356,176077,W,1722,3,1003,0.0017421602787456446,0.10990649988719826,0.10944334565252822,1010,0.586527293844367,0.5865271498564313,-14.434712453751631,0,0,0,0,0.0,574.0,63.0863309352518
GWK60_A01353,GWK60_A01353,ORF,CP048230.1,177006,177486,C,318,0,0,0.0,0.0,0.0,318,1.0,0.7649478037637647,-24.406256007702403,0,0,0,0,0.0,9999,58.007194244604314
GWK60_A01375,GWK60_A01375,ORF,CP048230.1,178790,179257,W,468,1,1,0.002136752136752137,0.12603648424543948,0.0003804575001439231,418,0.8931623931623932,0.835853631757772,-23.406256007702403,0,0,0,0,0.0,468.0,58.985074626865675
GWK60_A01397,GWK60_A01397,ORF,CP048230.1,179925,180182,W,258,2,18,0.007751937984496124,0.4572486405183385,0.012422379772141116,170,0.6589147286821705,0.4224087561120887,-20.158328494258818,1,0,0,0,0.0,129.0,58.985074626865675
GWK60_A01419,GWK60_A01419,ORF,CP048230.1,180310,181059,C,648,6,4262,0.009259259259259259,0.5452456002101391,1.1806837087377449,481,0.7422839506172839,0.7339656150604839,-12.348602667738465,1,0,0,0,0.0,125.0,58.88652482269504
GWK60_A01441,MIG1,ORF,CP048230.1,182472,183746,W,1275,50,33289,0.0392156862745098,2.132857991681521,4.448750488176359,259,0.20313725490196077,0.20313289863400705,-9.383454757674777,1,0,0,0,0.0,25.5,54.38787878787879
GWK60_A01463,GWK60_A01463,ORF,CP048230.1,184908,185264,W,357,6,1646,0.01680672268907563,0.9353408029878617,0.8155587136633666,158,0.4425770308123249,0.3663580115015331,-13.720631167976048,1,0,0,0,0.0,59.5,55.65277777777778
GWK60_A01485,GWK60_A01485,ORF,CP048230.1,185977,188061,C,2085,0,0,0.0,0.0,0.0,2085,1.0,0.9999999934904793,-24.406256007702403,0,0,0,0,0.0,9999,56.493589743589745
GWK60_A01507,GWK60_A01507,ORF,CP048230.1,188383,190308,C,1926,13,6123,0.006749740394600207,0.38720870984178585,0.6164173421508262,352,0.18276220145379024,0.18276219561982807,-11.825997440202615,4,0,0,0,0.0,148.15384615384616,57.36645962732919
GWK60_A01529,GWK60_A01529,ORF,CP048230.1,190708,191343,W,636,1,41,0.0015723270440251573,0.09114457345589422,0.012983823511078183,569,0.8946540880503144,0.8833660936689564,-19.013938584923643,0,0,0,0,0.0,636.0,57.967948717948715
GWK60_A01551,GWK60_A01551,ORF,CP048230.1,192070,193479,W,1410,0,0,0.0,0.0,0.0,1410,1.0,0.9999944405176665,-24.406256007702403,0,0,0,0,0.0,9999,58.648275862068964
GWK60_A01573,GWK60_A01573,ORF,CP048230.1,193738,195555,C,1818,2,14,0.0011001100110011,0.07614165671886337,0.0017664907312958218,1454,0.7997799779977998,0.799779902820665,-20.499365412093884,0,0,0,0,0.0,909.0,69.2127659574468
GWK60_A01595,HXT4,ORF,CP048230.1,196148,197854,C,1707,12,2359,0.007029876977152899,0.6339083963989813,0.48436722754237,477,0.27943760984182775,0.2794375301402549,-13.201684863453199,0,0,0,0,0.0,142.25,90.1734693877551
GWK60_A01617,HXT1,ORF,CP048230.1,201317,203008,C,1692,7,2317,0.004137115839243499,0.37297979797979797,0.4562317558437292,520,0.3073286052009456,0.3073285033584176,-13.227591156695931,1,0,0,0,0.0,241.71428571428572,90.15454545454546
GWK60_A01639,HXT5,ORF,CP048230.1,205137,206903,C,1767,5,1389,0.0028296547821165816,0.3359632477778887,0.3399802935535822,563,0.3186191284663271,0.3186190785919774,-13.965386840091533,0,0,0,0,0.0,353.4,118.72941176470589
GWK60_A01661,GWK60_A01661,ORF,CP048230.1,209025,211829,C,2805,0,0,0.0,0.0,0.0,2805,1.0,0.9999999999951401,-24.406256007702403,0,0,0,0,0.0,9999,120.72463768115942
GWK60_A01683,GWK60_A01683,ORF,CP048230.1,212460,214844,C,2385,3,233,0.0012578616352201257,0.1687770789657582,0.03631569851538047,1132,0.4746331236897275,0.4746331235359037,-16.535891288118997,0,0,0,0,0.0,795.0,134.17777777777778
GWK60_A01705,GWK60_A01705,ORF,CP048230.1,215685,215951,W,267,7,2273,0.026217228464419477,3.9426678190723137,4.352282254399573,126,0.47191011235955055,0.3121700301856629,-13.255239468810155,0,0,0,0,0.0,38.142857142857146,150.3846153846154
GWK60_A01727,GWK60_A01727,ORF,CP048230.1,216271,227502,W,11232,0,0,0.0,0.0,0.0,11232,1.0,1.0,-24.406256007702403,0,0,0,0,0.0,9999,100.0
GWK60_A01771,GWK60_A01771,ORF,CP048230.1,228106,229326,W,1221,0,0,0.0,0.0,0.0,1221,1.0,0.9999632008863909,-24.406256007702403,0,0,0,0,0.0,9999,74.31372549019608
GWK60_A01793,GWK60_A01793,ORF,CP048230.1,229436,231463,C,2028,0,0,0.0,0.0,0.0,2028,1.0,0.999999988489429,-24.406256007702403,1,0,0,0,0.0,9999,72.03389830508475
GWK60_A01815,GWK60_A01815,ORF,CP048230.1,231832,232212,C,381,2,129,0.005249343832020997,0.39403945474557617,0.08540725092290292,282,0.7401574803149606,0.6360631195353653,-17.38388819467395,0,0,0,0,0.0,190.5,75.06451612903226
GWK60_A01837,GWK60_A01837,ORF,CP048230.1,232956,235028,C,2073,2,250,0.000964785335262904,0.07647431259044862,0.03279696047622971,999,0.48191027496382055,0.4819102714268574,-16.43471245375163,0,0,0,0,0.0,1036.5,79.265625
GWK60_A01859,GWK60_A01859,ORF,CP048230.1,236896,239226,W,2331,4,1469,0.001716001716001716,0.15622765622765625,0.1956230376460523,859,0.3685113685113685,0.36851136830642434,-13.884655567978676,1,0,0,0,0.0,582.75,91.04166666666667
GWK60_A01903,GWK60_A01903,ORF,CP048230.1,239787,241808,C,2022,0,0,0.0,0.0,0.0,2022,1.0,0.999999987777655,-24.406256007702403,0,0,0,0,0.0,9999,97.63235294117646
GWK60_A01925,GWK60_A01925,ORF,CP048230.1,242419,244065,W,1647,0,0,0.0,0.0,0.0,1647,1.0,0.9999994802929345,-24.406256007702403,0,0,0,0,0.0,9999,98.37974683544304
GWK60_A01947,GWK60_A01947,ORF,CP048230.1,244279,245421,C,1143,3,655,0.0026246719160104987,0.2533545666342269,0.2118191845501285,576,0.5039370078740157,0.5038965554616925,-15.04870400308432,0,0,0,0,0.0,381.0,96.52808988764045
GWK60_A01969,GWK60_A01969,ORF,CP048230.1,246399,247580,W,1182,4,1154,0.00338409475465313,0.4366477555489201,0.6000809575032374,376,0.31810490693739424,0.31808761773528194,-14.232578871398983,0,0,0,0,0.0,295.5,129.02941176470588
GWK60_A02013,GWK60_A02013,ORF,CP048230.1,248086,249903,C,1818,0,0,0.0,0.0,0.0,1818,1.0,0.9999999060027298,-24.406256007702403,0,0,0,0,0.0,9999,138.4927536231884
GWK60_A02035,HXT6/7,ORF,CP048230.1,250700,252358,C,1659,5,1556,0.0030138637733574444,0.45410202721994863,0.47591872496053744,665,0.4008438818565401,0.4008436970920243,-13.801702778623365,0,0,0,0,0.0,331.8,150.67105263157896
GWK60_A02057,HXT4/6/7,ORF,CP048230.1,256975,258624,C,1650,2,186,0.0012121212121212121,0.19154471544715448,0.05473731544630144,638,0.38666666666666666,0.38666647165233553,-16.859361547814764,0,0,0,0,0.0,825.0,158.02439024390245
GWK60_A02079,GWK60_A02079,ORF,CP048230.1,263580,264401,W,822,19,11697,0.023114355231143552,2.649021652456603,5.283630398190783,250,0.30413625304136255,0.30353245256181915,-10.892281733961745,0,0,0,0,0.0,43.26315789473684,114.60504201680672
GWK60_A02101,GWK60_A02101,ORF,CP048230.1,265990,266844,W,855,4,1318,0.004678362573099415,0.5595321637426901,0.5418859240902224,385,0.4502923976608187,0.4496493471157395,-14.041027158450857,0,0,0,0,0.0,213.75,119.6
GWK60_A02123,HXT3,ORF,CP048230.1,267343,269013,C,1671,11,4126,0.006582884500299222,0.7134592915562395,0.740058202698636,855,0.5116696588868941,0.5116694497080984,-12.395378284695369,3,0,0,0,0.0,151.9090909090909,108.38095238095238
GWK60_A02145,GWK60_A02145,ORF,CP048230.1,270009,270275,W,267,2,156,0.00749063670411985,0.7264504275316233,0.15574868101938233,186,0.6966292134831461,0.4608224255121691,-17.111635258810775,0,0,0,0,0.0,133.5,96.98113207547169
GWK60_A02167,GWK60_A02167,ORF,CP048230.1,271399,272730,C,1332,5,2732,0.0037537537537537537,0.3584242136873716,0.6044929522413439,871,0.6539039039039038,0.6538959735032684,-12.989986263179196,1,0,0,0,0.0,266.4,95.48421052631579
GWK60_A02189,GWK60_A02189,ORF,CP048230.1,273815,274774,W,960,0,0,0.0,0.0,0.0,960,1.0,0.9994997988929205,-24.406256007702403,2,0,0,0,0.0,9999,79.6086956521739
GWK60_A02211,GWK60_A02211,ORF,CP048230.1,275232,276569,C,1338,1,1,0.0007473841554559044,0.05572431971969076,0.0001700473071902888,1243,0.9289985052316891,0.9289878946583668,-23.406256007702403,0,0,0,0,0.0,1338.0,74.55913978494624
GWK60_A02233,YPS7,ORF,CP048230.1,276959,278722,C,1764,1,44,0.0005668934240362812,0.048400254410707375,0.006961178263327442,939,0.532312925170068,0.5323128393080198,-18.91440291137273,0,0,0,0,0.0,1764.0,85.3780487804878
GWK60_A02277,GWK60_A02277,ORF,CP048230.1,279298,281022,C,1725,5,1855,0.002898550724637681,0.32925247902364607,0.4013142652725857,1077,0.6243478260869565,0.6243476773442596,-13.54827501257483,0,0,0,0,0.0,345.0,113.59210526315789
GWK60_A02299,GWK60_A02299,ORF,CP048230.1,281204,283804,W,2601,3,772,0.0011534025374855825,0.1948096885813149,0.1294438817606341,2003,0.7700884275278739,0.7700884274990913,-14.811931403777555,3,0,0,0,0.0,867.0,168.9
GWK60_A02321,GWK60_A02321,ORF,CP048230.1,284239,285189,W,951,3,1207,0.0031545741324921135,0.5513580056936216,0.5754519377361649,487,0.5120925341745531,0.5118122754515442,-14.167851268377323,0,0,0,0,0.0,317.0,174.78048780487805
GWK60_A02343,GWK60_A02343,ORF,CP048230.1,285630,286589,W,960,1,159,0.0010416666666666667,0.17235772357723575,0.07109142676368237,912,0.95,0.9495248089482744,-17.08432791281504,0,0,0,0,0.0,960.0,165.46341463414635
GWK60_A02365,GWK60_A02365,ORF,CP048230.1,286832,288025,C,1194,2,578,0.0016750418760469012,0.24920900800297785,0.18507098841244443,736,0.6164154103852596,0.616385696092237,-15.228836469713166,0,0,0,0,0.0,597.0,148.77777777777777
GWK60_A02387,GWK60_A02387,ORF,CP048230.1,292062,293201,W,1140,9,5279,0.007894736842105263,1.922514619883041,3.19283389629695,253,0.2219298245614035,0.22191146714264784,-12.039933793456589,0,0,0,0,0.0,126.66666666666667,243.5185185185185
GWK60_A02409,GWK60_A02409,ORF,CP048230.1,293614,296232,W,2619,0,0,0.0,0.0,0.0,2619,1.0,0.9999999999687812,-24.406256007702403,0,0,0,0,0.0,9999,257.25925925925924
GWK60_A02431,GWK60_A02431,ORF,CP048230.1,296308,296610,C,303,2,152,0.006600660066006601,1.8217821782178218,0.3517750088901949,144,0.4752475247524752,0.3502174554455858,-17.148868165009752,4,0,0,0,0.0,151.5,276.0
GWK60_A02453,GWK60_A02453,ORF,CP048230.1,296784,298550,W,1767,0,0,0.0,0.0,0.0,1767,1.0,0.9999998434671832,-24.406256007702403,0,0,0,0,0.0,9999,289.72727272727275
GWK60_A02475,GWK60_A02475,ORF,CP048230.1,298781,301912,C,3132,1,195,0.00031928480204342275,0.08277139208173691,0.04310089045059468,2218,0.7081736909323116,0.7081736909321809,-16.791546163587196,0,0,0,0,0.0,3132.0,259.24
GWK60_A02497,GWK60_A02497,ORF,CP048230.1,302446,303276,C,831,0,0,0.0,0.0,0.0,831,1.0,0.9981852660075083,-24.406256007702403,0,0,0,0,0.0,9999,275.5
GWK60_A02519,GWK60_A02519,ORF,CP048230.1,303502,305559,C,2058,1,1,0.00048590864917395527,0.12674117265954,0.0003407784162927358,1759,0.8547133138969873,0.8547133066086413,-23.406256007702403,0,0,0,0,0.0,2058.0,260.8333333333333
GWK60_A02541,GWK60_A02541,ORF,CP048230.1,305706,306797,W,1092,1,858,0.0009157509157509158,0.21395866038723182,0.44281037707984644,865,0.7921245421245421,0.7920186585402399,-14.65974168656394,0,0,0,0,0.0,1092.0,233.64285714285714
GWK60_A02563,GWK60_A02563,ORF,CP048230.1,306984,307238,W,255,0,0,0.0,0.0,0.0,255,1.0,0.6341355910108007,-24.406256007702403,0,0,0,0,0.0,9999,294.54545454545456
GWK60_A02585,GWK60_A02585,ORF,CP048230.1,307549,308838,W,1290,1,42,0.0007751937984496124,0.23914728682170544,0.023843765095576563,1211,0.9387596899224806,0.9387423623962938,-18.979991253000307,0,0,0,0,0.0,1290.0,308.5
GWK60_A02607,GWK60_A02607,ORF,CP048230.1,309045,310370,C,1326,0,0,0.0,0.0,0.0,1326,1.0,0.9999871222929576,-24.406256007702403,0,0,0,0,0.0,9999,347.09090909090907
GWK60_A02629,GWK60_A02629,ORF,CP048230.1,310613,311450,W,651,0,0,0.0,0.0,0.0,651,1.0,0.9891211899829261,-24.406256007702403,0,0,0,0,0.0,9999,313.92857142857144
GWK60_A02651,GWK60_A02651,ORF,CP048230.1,311931,312863,W,933,0,0,0.0,0.0,0.0,933,1.0,0.9993448559080368,-24.406256007702403,0,0,0,0,0.0,9999,325.2857142857143
GWK60_A02673,GWK60_A02673,ORF,CP048230.1,312952,315435,C,2484,0,0,0.0,0.0,0.0,2484,1.0,0.9999999998795757,-24.406256007702403,0,0,0,0,0.0,9999,295.9375
