"orthogroup_id","species","gene_id","gene_name","source_column"
"OG0000001","cerevisiae","YOL156W","HXT11","orthogroups.rds:og_id"
"OG0000001","cerevisiae","YDR342C","HXT7","orthogroups.rds:og_id"
"OG0000001","cerevisiae","YDR343C","HXT6","orthogroups.rds:og_id"
"OG0000001","cerevisiae","YHR092C","HXT4","orthogroups.rds:og_id"
"OG0000001","cerevisiae","YDR345C","HXT3","orthogroups.rds:og_id"
"OG0000001","cerevisiae","YHR094C","HXT1","orthogroups.rds:og_id"
"OG0000001","cerevisiae","YHR096C","HXT5","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0M04103g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0I00286g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0D02640g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0D02662g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0A01782g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0A02211g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0A00737g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0A02233g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0A01804g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0A02321g","","orthogroups.rds:og_id"
"OG0000001","glabrata","CAGL0A01826g","","orthogroups.rds:og_id"
"OG0000001","albicans","orf19.2021","","orthogroups.rds:og_id"
"OG0000001","albicans","orf19.2020","HGT6","orthogroups.rds:og_id"
"OG0000001","albicans","orf19.2023","","orthogroups.rds:og_id"
"OG0000001","lactis","KLLA0E20945g","HXT14","orthogroups.rds:og_id"
"OG0000001","lactis","KLLA0D13310g","HXT5","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YBR067C","TIP1","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YJR150C","DAN1","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YPL282C","PAU22","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YLR037C","PAU23","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YLL025W","PAU17","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YFL020C","PAU5","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YJR151C","DAN4","orthogroups.rds:og_id"
"OG0005987","cerevisiae","YGR294W","PAU12","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YGR294W","PAU12","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YEL049W","PAU2","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YLL064C","PAU18","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YNR076W","PAU6","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YHL046C","PAU13","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YIL011W","TIR3","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YOR009W","TIR4","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YER011W","TIR1","orthogroups.rds:og_id"
"OG0000002","cerevisiae","YOR010C","TIR2","orthogroups.rds:og_id"
"OG0000002","glabrata","CAGL0L07502g","","orthogroups.rds:og_id"
"OG0000002","glabrata","CAGL0G10175g","AWP6","orthogroups.rds:og_id"
"OG0000002","glabrata","CAGL0C00209g","AWP7","orthogroups.rds:og_id"
"OG0000002","glabrata","CAGL0E00187g","","orthogroups.rds:og_id"
"OG0000002","glabrata","CAGL0C03872g","TIR3","orthogroups.rds:og_id"
"OG0000002","glabrata","CAGL0F01485g","TIR2","orthogroups.rds:og_id"
"OG0000002","glabrata","CAGL0H09614g","","orthogroups.rds:og_id"
"OG0000002","glabrata","CAGL0H09592g","","orthogroups.rds:og_id"
"OG0000002","glabrata","CAGL0F01463g","TIR1","orthogroups.rds:og_id"
"OG0000002","albicans","orf19.532","TIP1","orthogroups.rds:og_id"
"OG0000003","cerevisiae","YPL058C","PDR12","orthogroups.rds:og_id"
"OG0000003","cerevisiae","YNR070W","PDR18","orthogroups.rds:og_id"
"OG0000003","cerevisiae","YDR011W","SNQ2","orthogroups.rds:og_id"
"OG0000003","glabrata","CAGL0M07293g","","orthogroups.rds:og_id"
"OG0000003","glabrata","CAGL0I04862g","SNQ2","orthogroups.rds:og_id"
"OG0000003","albicans","orf19.5759","SNQ2","orthogroups.rds:og_id"
"OG0000003","cerevisiae","YOR153W","PDR5","orthogroups.rds:og_id"
"OG0000003","cerevisiae","YDR406W","PDR15","orthogroups.rds:og_id"
"OG0000003","cerevisiae","YOR328W","PDR10","orthogroups.rds:og_id"
"OG0000003","glabrata","CAGL0F02717g","PDH1","orthogroups.rds:og_id"
"OG0000003","glabrata","CAGL0M01760g","CDR1","orthogroups.rds:og_id"
"OG0000003","albicans","orf19.5958","","orthogroups.rds:og_id"
"OG0000003","albicans","orf19.6000","CDR1","orthogroups.rds:og_id"
"OG0000003","albicans","orf19.918","","orthogroups.rds:og_id"
"OG0004802","albicans","orf19.5079","","orthogroups.rds:og_id"
"OG0000003","albicans","orf19.5079","","orthogroups.rds:og_id"
"OG0000003","albicans","orf19.1313","","orthogroups.rds:og_id"
"OG0000003","lactis","KLLA0D03476g","","orthogroups.rds:og_id"
"OG0000003","lactis","KLLA0F21692g","","orthogroups.rds:og_id"
"OG0000004","cerevisiae","YOR384W","FRE5","orthogroups.rds:og_id"
"OG0000004","cerevisiae","YNR060W","FRE4","orthogroups.rds:og_id"
"OG0000004","cerevisiae","YKL220C","FRE2","orthogroups.rds:og_id"
"OG0000004","cerevisiae","YOR381W","FRE3","orthogroups.rds:og_id"
"OG0000004","cerevisiae","YLL051C","FRE6","orthogroups.rds:og_id"
"OG0000004","glabrata","CAGL0C03333g","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.1415","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.2312","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.1270","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.1264","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.1263","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.3538","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.1932","CFL4","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.6139","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.6140","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.6138","","orthogroups.rds:og_id"
"OG0000004","albicans","orf19.1844","","orthogroups.rds:og_id"
"OG0000004","lactis","KLLA0E05897g","","orthogroups.rds:og_id"
"OG0000004","lactis","KLLA0E14477g","","orthogroups.rds:og_id"
"OG0000004","lactis","KLLA0C04906g","","orthogroups.rds:og_id"
"OG0000005","cerevisiae","YEL065W","SIT1","orthogroups.rds:og_id"
"OG0000005","cerevisiae","YKR106W","GEX2","orthogroups.rds:og_id"
"OG0000005","cerevisiae","YHL047C","ARN2","orthogroups.rds:og_id"
"OG0000005","cerevisiae","YHL040C","ARN1","orthogroups.rds:og_id"
"OG0000005","glabrata","CAGL0E04092g","SIT1","orthogroups.rds:og_id"
"OG0000005","albicans","orf19.2179","SIT1","orthogroups.rds:og_id"
"OG0000933","albicans","orf19.2179","SIT1","orthogroups.rds:og_id"
"OG0000005","lactis","KLLA0D19945g","","orthogroups.rds:og_id"
"OG0000005","lactis","KLLA0C19272g","","orthogroups.rds:og_id"
"OG0000005","lactis","KLLA0A10439g","","orthogroups.rds:og_id"
"OG0000005","lactis","KLLA0E14609g","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YLR410W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YOR343W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YDR210W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YOR192C-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YDR261W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YCL019W","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YFL002W-A","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YGR161W-B","","orthogroups.rds:og_id"
"OG0000125","cerevisiae","YDR034C","LYS14","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YDR034C","LYS14","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YBL100W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YAR009C","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YNL054W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YNL284C-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YBL005W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YMR045C","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YBR012W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YGR161C","RTS3","orthogroups.rds:og_id"
"OG0004202","cerevisiae","YGR161C","RTS3","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YLR035C-A","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YER160C","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YHR214C-B","","orthogroups.rds:og_id"
"OG0005984","cerevisiae","YHR214C-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YMR050C","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YGR027W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YJR029W","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YOR142W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YML045W","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YPR158W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YDR316W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YDR098C-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YGR038C-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YPR137C-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YLR227W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YJR027W","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YML039W","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YER138C","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YOL103W-B","","orthogroups.rds:og_id"
"OG0004638","cerevisiae","YDR261C","EXG2","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YDR261C","EXG2","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YDR365W-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YLR157C-B","","orthogroups.rds:og_id"
"OG0000006","cerevisiae","YPL257W-B","","orthogroups.rds:og_id"
"OG0000007","lactis","KLLA0D11000g","","orthogroups.rds:og_id"
"OG0000007","lactis","KLLA0D11022g","","orthogroups.rds:og_id"
"OG0000007","cerevisiae","YLL056C","YLL056C","orthogroups.rds:og_id"
"OG0000007","albicans","orf19.4781","","orthogroups.rds:og_id"
"OG0000007","albicans","orf19.5611","","orthogroups.rds:og_id"
"OG0000007","albicans","orf19.4309","","orthogroups.rds:og_id"
"OG0000007","albicans","orf19.3151","","orthogroups.rds:og_id"
"OG0000007","albicans","orf19.6868","","orthogroups.rds:og_id"
"OG0000007","albicans","orf19.3150","","orthogroups.rds:og_id"
"OG0000007","cerevisiae","YGL157W","ARI1","orthogroups.rds:og_id"
"OG0000007","cerevisiae","YGL039W","YGL039W","orthogroups.rds:og_id"
"OG0000007","cerevisiae","YDR541C","YDR541C","orthogroups.rds:og_id"
"OG0000007","cerevisiae","YOL151W","GRE2","orthogroups.rds:og_id"
"OG0000007","glabrata","CAGL0E05170g","GRE2(A)","orthogroups.rds:og_id"
"OG0000007","glabrata","CAGL0E05280g","GRE2(B)","orthogroups.rds:og_id"
"OG0000007","albicans","orf19.2581","","orthogroups.rds:og_id"
"OG0000008","cerevisiae","YDR144C","MKC7","orthogroups.rds:og_id"
"OG0000008","cerevisiae","YLR120C","YPS1","orthogroups.rds:og_id"
"OG0000008","cerevisiae","YLR121C","YPS3","orthogroups.rds:og_id"
"OG0000008","cerevisiae","YGL259W","YPS5","orthogroups.rds:og_id"
"OG0000008","cerevisiae","YIR039C","YPS6","orthogroups.rds:og_id"
"OG0000008","cerevisiae","YIL015W","BAR1","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0E01419g","YPS2","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0E01749g","YPS4","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0E01771g","YPS5","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0E01793g","YPS6","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0E01837g","YPS9","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0E01815g","YPS8","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0E01859g","YPS10","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0E01727g","YPS3","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0E01881g","YPS11","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0M04191g","YPS1","orthogroups.rds:og_id"
"OG0000008","glabrata","CAGL0J02288g","BAR1","orthogroups.rds:og_id"
"OG0000008","albicans","orf19.6928","","orthogroups.rds:og_id"
"OG0000008","lactis","KLLA0E04049g","MKC7","orthogroups.rds:og_id"
"OG0000009","cerevisiae","YFL051C","YFL051C","orthogroups.rds:og_id"
"OG0000009","cerevisiae","YHR211W","FLO5","orthogroups.rds:og_id"
"OG0000009","cerevisiae","YAR061W","","orthogroups.rds:og_id"
"OG0000009","cerevisiae","YAR050W","FLO1","orthogroups.rds:og_id"
"OG0000009","cerevisiae","YAL063C","FLO9","orthogroups.rds:og_id"
"OG0000009","cerevisiae","YAL065C","YAL065C","orthogroups.rds:og_id"
"OG0000009","cerevisiae","YAL064C-A","TDA8","orthogroups.rds:og_id"
"OG0000009","cerevisiae","YKR102W","FLO10","orthogroups.rds:og_id"
"OG0000009","glabrata","CAGL0M14069g","PWP6","orthogroups.rds:og_id"
"OG0000010","cerevisiae","YPR194C","OPT2","orthogroups.rds:og_id"
"OG0000010","albicans","orf19.4655","","orthogroups.rds:og_id"
"OG0000010","albicans","orf19.3746","","orthogroups.rds:og_id"
"OG0000010","albicans","orf19.176","","orthogroups.rds:og_id"
"OG0000010","albicans","orf19.3749","OPT3","orthogroups.rds:og_id"
"OG0000010","lactis","KLLA0D15378g","","orthogroups.rds:og_id"
"OG0000011","cerevisiae","YKR039W","GAP1","orthogroups.rds:og_id"
"OG0000011","glabrata","CAGL0L03267g","","orthogroups.rds:og_id"
"OG0000011","albicans","orf19.6993","GAP2","orthogroups.rds:og_id"
"OG0000011","lactis","KLLA0A06886g","","orthogroups.rds:og_id"
"OG0000011","lactis","KLLA0A06930g","GAP1","orthogroups.rds:og_id"
"OG0000011","cerevisiae","YLL061W","MMP1","orthogroups.rds:og_id"
"OG0000011","cerevisiae","YPL274W","SAM3","orthogroups.rds:og_id"
"OG0000011","albicans","orf19.4456","","orthogroups.rds:og_id"
"OG0000011","cerevisiae","YGR191W","HIP1","orthogroups.rds:og_id"
"OG0000011","glabrata","CAGL0B03773g","","orthogroups.rds:og_id"
"OG0000011","albicans","orf19.4304","","orthogroups.rds:og_id"
"OG0000011","albicans","orf19.1799","","orthogroups.rds:og_id"
"OG0000011","albicans","orf19.3195","","orthogroups.rds:og_id"
"OG0000011","albicans","orf19.6659","GAP6","orthogroups.rds:og_id"
"OG0000012","albicans","orf19.242","","orthogroups.rds:og_id"
"OG0003921","albicans","orf19.242","","orthogroups.rds:og_id"
"OG0000012","albicans","orf19.5542","","orthogroups.rds:og_id"
"OG0000012","albicans","orf19.5585","","orthogroups.rds:og_id"
"OG0000012","albicans","orf19.6001","","orthogroups.rds:og_id"
"OG0000012","albicans","orf19.3708","","orthogroups.rds:og_id"
"OG0000012","albicans","orf19.5714","","orthogroups.rds:og_id"
"OG0000012","albicans","orf19.3839","","orthogroups.rds:og_id"
"OG0000013","cerevisiae","YDR402C","DIT2","orthogroups.rds:og_id"
"OG0000013","albicans","orf19.554","DIT2","orthogroups.rds:og_id"
"OG0000013","lactis","KLLA0C06743g","DIT2","orthogroups.rds:og_id"
"OG0000013","albicans","orf19.6574","","orthogroups.rds:og_id"
"OG0000013","lactis","KLLA0C19206g","","orthogroups.rds:og_id"
"OG0000013","albicans","orf19.10","","orthogroups.rds:og_id"
"OG0000013","albicans","orf19.7512","","orthogroups.rds:og_id"
"OG0000013","albicans","orf19.7513","ALK2","orthogroups.rds:og_id"
"OG0000014","cerevisiae","YHR179W","OYE2","orthogroups.rds:og_id"
"OG0000014","cerevisiae","YPL171C","OYE3","orthogroups.rds:og_id"
"OG0000014","glabrata","CAGL0L09537g","","orthogroups.rds:og_id"
"OG0000014","glabrata","CAGL0K10890g","","orthogroups.rds:og_id"
"OG0000014","glabrata","CAGL0I02024g","OYE2","orthogroups.rds:og_id"
"OG0000014","glabrata","CAGL0I02574g","","orthogroups.rds:og_id"
"OG0003701","albicans","orf19.3234","","orthogroups.rds:og_id"
"OG0000014","albicans","orf19.3234","","orthogroups.rds:og_id"
"OG0000014","albicans","orf19.5816","","orthogroups.rds:og_id"
"OG0000014","albicans","orf19.3442","","orthogroups.rds:og_id"
"OG0000014","albicans","orf19.3443","OYE2","orthogroups.rds:og_id"
"OG0000014","albicans","orf19.125","","orthogroups.rds:og_id"
"OG0000014","albicans","orf19.3433","","orthogroups.rds:og_id"
"OG0000015","cerevisiae","YPL061W","ALD6","orthogroups.rds:og_id"
"OG0000015","cerevisiae","YOR374W","ALD4","orthogroups.rds:og_id"
"OG0000015","cerevisiae","YER073W","ALD5","orthogroups.rds:og_id"
"OG0000015","glabrata","CAGL0H05137g","","orthogroups.rds:og_id"
"OG0000015","glabrata","CAGL0D06688g","ALD4","orthogroups.rds:og_id"
"OG0000015","glabrata","CAGL0J03212g","ALD5","orthogroups.rds:og_id"
"OG0000015","albicans","orf19.5806","ALD5","orthogroups.rds:og_id"
"OG0000015","cerevisiae","YMR169C","ALD3","orthogroups.rds:og_id"
"OG0000015","cerevisiae","YMR170C","ALD2","orthogroups.rds:og_id"
"OG0000015","glabrata","CAGL0F07777g","","orthogroups.rds:og_id"
"OG0000015","albicans","orf19.6306","","orthogroups.rds:og_id"
"OG0000015","lactis","KLLA0D10021g","","orthogroups.rds:og_id"
"OG0000015","lactis","KLLA0D09999g","ALD3","orthogroups.rds:og_id"
"OG0000016","glabrata","CAGL0I07293g","","orthogroups.rds:og_id"
"OG0000016","glabrata","CAGL0E06600g","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.5399","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.4072","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.570","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.4975","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.7472","IFF4","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.2879","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.465","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.4361","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.3279","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.5124","","orthogroups.rds:og_id"
"OG0000016","albicans","orf19.575","","orthogroups.rds:og_id"
"OG0000016","lactis","KLLA0B14498g","","orthogroups.rds:og_id"
"OG0000017","cerevisiae","YGL257C","MNT2","orthogroups.rds:og_id"
"OG0000017","cerevisiae","YNR059W","MNT4","orthogroups.rds:og_id"
"OG0000017","albicans","orf19.753","MNN15","orthogroups.rds:og_id"
"OG0000017","albicans","orf19.6996","MNN14","orthogroups.rds:og_id"
"OG0000017","albicans","orf19.4900","MNN12","orthogroups.rds:og_id"
"OG0000017","albicans","orf19.4270","","orthogroups.rds:og_id"
"OG0000017","albicans","orf19.4279","","orthogroups.rds:og_id"
"OG0000017","cerevisiae","YER001W","MNN1","orthogroups.rds:og_id"
"OG0000017","cerevisiae","YIL014W","MNT3","orthogroups.rds:og_id"
"OG0000017","glabrata","CAGL0C03894g","","orthogroups.rds:og_id"
"OG0000017","glabrata","CAGL0C03916g","","orthogroups.rds:og_id"
"OG0000017","glabrata","CAGL0H09262g","","orthogroups.rds:og_id"
"OG0000017","glabrata","CAGL0H09240g","","orthogroups.rds:og_id"
"OG0000017","glabrata","CAGL0C04004g","","orthogroups.rds:og_id"
"OG0000017","glabrata","CAGL0C04026g","","orthogroups.rds:og_id"
"OG0000017","glabrata","CAGL0C04048g","","orthogroups.rds:og_id"
"OG0000017","glabrata","CAGL0B02975g","","orthogroups.rds:og_id"
"OG0000017","glabrata","CAGL0G04279g","","orthogroups.rds:og_id"
"OG0000017","lactis","KLLA0E09813g","","orthogroups.rds:og_id"
"OG0000017","lactis","KLLA0D13376g","","orthogroups.rds:og_id"
"OG0000018","cerevisiae","YJL034W","KAR2","orthogroups.rds:og_id"
"OG0000018","glabrata","CAGL0D02948g","KAR2","orthogroups.rds:og_id"
"OG0000018","albicans","orf19.2013","KAR2","orthogroups.rds:og_id"
"OG0000018","cerevisiae","YER103W","SSA4","orthogroups.rds:og_id"
"OG0000018","cerevisiae","YBL075C","SSA3","orthogroups.rds:og_id"
"OG0000018","glabrata","CAGL0G03289g","SSA3","orthogroups.rds:og_id"
"OG0000018","cerevisiae","YAL005C","SSA1","orthogroups.rds:og_id"
"OG0000018","cerevisiae","YLL024C","SSA2","orthogroups.rds:og_id"
"OG0000018","glabrata","CAGL0G03795g","SSA1","orthogroups.rds:og_id"
"OG0000018","albicans","orf19.4980","","orthogroups.rds:og_id"
"OG0000018","albicans","orf19.1065","SSA2","orthogroups.rds:og_id"
"OG0000020","glabrata","CAGL0D06710g","","orthogroups.rds:og_id"
"OG0000020","glabrata","CAGL0D00286g","BMT1","orthogroups.rds:og_id"
"OG0000020","glabrata","CAGL0B02970g","BMT5","orthogroups.rds:og_id"
"OG0000020","glabrata","CAGL0B02882g","BMT2","orthogroups.rds:og_id"
"OG0000020","glabrata","CAGL0B02948g","BMT4","orthogroups.rds:og_id"
"OG0000020","glabrata","CAGL0B02904g","BMT6","orthogroups.rds:og_id"
"OG0000020","glabrata","CAGL0B02926g","BMT3","orthogroups.rds:og_id"
"OG0000020","glabrata","CAGL0K12980g","BMT7","orthogroups.rds:og_id"
"OG0000020","albicans","orf19.3282","","orthogroups.rds:og_id"
"OG0000020","albicans","orf19.342","","orthogroups.rds:og_id"
"OG0000020","albicans","orf19.860","","orthogroups.rds:og_id"
"OG0000020","albicans","orf19.6782","","orthogroups.rds:og_id"
"OG0000020","albicans","orf19.4673","","orthogroups.rds:og_id"
"OG0000020","albicans","orf19.54","","orthogroups.rds:og_id"
"OG0000020","albicans","orf19.1464","","orthogroups.rds:og_id"
"OG0000020","albicans","orf19.5602","","orthogroups.rds:og_id"
"OG0000020","albicans","orf19.5612","","orthogroups.rds:og_id"
"OG0000021","albicans","orf19.3127","","orthogroups.rds:og_id"
"OG0000021","albicans","orf19.4768","","orthogroups.rds:og_id"
"OG0000021","albicans","orf19.4767","","orthogroups.rds:og_id"
"OG0000021","albicans","orf19.5992","","orthogroups.rds:og_id"
"OG0000021","cerevisiae","YDR207C","UME6","orthogroups.rds:og_id"
"OG0000021","glabrata","CAGL0F05357g","","orthogroups.rds:og_id"
"OG0000021","albicans","orf19.2745","UME6","orthogroups.rds:og_id"
"OG0000021","albicans","orf19.4251","","orthogroups.rds:og_id"
"OG0000021","albicans","orf19.1227","","orthogroups.rds:og_id"
"OG0000021","albicans","orf19.1168","","orthogroups.rds:og_id"
"OG0000021","lactis","KLLA0C16489g","","orthogroups.rds:og_id"
"OG0000021","lactis","KLLA0F00572g","","orthogroups.rds:og_id"
"OG0000021","lactis","KLLA0D12650g","","orthogroups.rds:og_id"
"OG0000022","cerevisiae","YJL110C","GZF3","orthogroups.rds:og_id"
"OG0000022","cerevisiae","YKR034W","DAL80","orthogroups.rds:og_id"
"OG0000022","glabrata","CAGL0L03157g","","orthogroups.rds:og_id"
"OG0000022","glabrata","CAGL0G04389g","","orthogroups.rds:og_id"
"OG0000022","albicans","orf19.2842","GZF3","orthogroups.rds:og_id"
"OG0000022","lactis","KLLA0F21296g","GZF3","orthogroups.rds:og_id"
"OG0000022","cerevisiae","YFL021W","GAT1","orthogroups.rds:og_id"
"OG0000022","albicans","orf19.1150","","orthogroups.rds:og_id"
"OG0003946","albicans","orf19.1150","","orthogroups.rds:og_id"
"OG0000022","albicans","orf19.1275","GAT1","orthogroups.rds:og_id"
"OG0000022","lactis","KLLA0F25300g","GAT1","orthogroups.rds:og_id"
"OG0000022","glabrata","CAGL0K07634g","","orthogroups.rds:og_id"
"OG0000022","cerevisiae","YER040W","GLN3","orthogroups.rds:og_id"
"OG0000022","glabrata","CAGL0C02277g","GLN3","orthogroups.rds:og_id"
"OG0000022","albicans","orf19.3912","GLN3","orthogroups.rds:og_id"
"OG0000024","cerevisiae","YLR256W","HAP1","orthogroups.rds:og_id"
