feature_id,contrast,background,pool,parent_sample,treated_sample,parent_cpm,treated_cpm,A_exp,log2FC,sd_local,z,Zthr,call,standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_A00231,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,0,250,-9.967226258835993,5.504884667351826,-1.8106149104175178,2.561155197383588,none,GWK60_A00231,GWK60_A00231,ORF,CP048230.1,47685,48254,W,570,1,0.00175438596491228,0.519298245614035,0.311578947368421,419,0.735087719298246,0.717352242150871,-12.0922616248439,0,0,0,0,0,570,296
GWK60_A00253,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,547.0459518599562,523.5229759299781,0.1296099764535894,4.807642058653743,0.026959156874062994,2.561155197383588,none,GWK60_A00253,GWK60_A00253,ORF,CP048230.1,48624,50978,C,2355,1,0.00042462845010615,0.1705888926137,0.104554482569687,1879,0.797876857749469,0.797876857400418,-12.0922616248439,0,0,0,0,0,2355,401.736842105263
GWK60_A00275,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,2500,2188.1838074398247,2344.0919037199124,-0.19215305728206636,3.652936893826936,-0.052602347882544594,2.561155197383588,none,GWK60_A00275,GWK60_A00275,ORF,CP048230.1,51806,55015,C,3210,3,0.00093457943925233,0.314057632398754,0.380675918059096,2948,0.918380062305296,0.918380062305218,-10.5072991241228,0,0,0,0,0,1070,336.041666666667
GWK60_A00297,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00297,SCL1,ORF,CP048230.1,56199,56963,W,765,0,0,0,0,765,1,0.996494812779934,-13.0922616248439,0,0,0,0,0,9999,335
GWK60_A00319,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00319,ERG4,ORF,CP048230.1,57279,58673,C,1395,0,0,0,0,1395,1,0.999993540808864,-13.0922616248439,0,0,0,0,0,9999,353.095238095238
GWK60_A00341,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,547.0459518599562,523.5229759299781,0.1296099764535894,4.807642058653743,0.026959156874062994,2.561155197383588,none,GWK60_A00341,PDR1,ORF,CP048230.1,62211,65534,W,3324,1,0.00030084235860409,0.0991024869634978,0.0767245060362564,3323,0.999699157641396,0.999699157641369,-12.0922616248439,0,0,0,0,0,3324,329.416666666667
GWK60_A00363,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00363,GWK60_A00363,ORF,CP048230.1,65791,68151,C,2361,0,0,0,0,2361,1,0.999999999588001,-13.0922616248439,0,0,0,0,0,9999,305.12
GWK60_A00385,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00385,PMA1,ORF,CP048230.1,69666,72374,C,2709,0,0,0,0,2709,1,0.999999999987307,-13.0922616248439,0,0,0,0,0,9999,241
GWK60_A00407,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,4000,3282.2757111597375,3641.1378555798688,-0.2852641414777496,3.3697455973083392,-0.08465450380159582,2.561155197383588,none,GWK60_A00407,GWK60_A00407,ORF,CP048230.1,73476,76844,W,3369,3,0.00089047195013357,0.251028283085273,0.520651253806493,2028,0.601959038290294,0.601959038290283,-9.92233662340161,1,0,0,0,0,1123,281.904761904762
GWK60_A00429,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,0,250,-9.967226258835993,5.504884667351826,-1.8106149104175178,2.561155197383588,none,GWK60_A00429,GWK60_A00429,ORF,CP048230.1,77062,77871,C,810,1,0.00123456790123456,0.365726043503821,0.284453589391861,716,0.883950617283951,0.88197246970218,-12.0922616248439,0,0,0,0,0,810,296.238095238095
GWK60_A00451,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,13500,9299.781181619255,11399.890590809628,-0.5376665994798286,2.733862095125248,-0.19666924693770854,2.561155197383588,none,GWK60_A00451,GWK60_A00451,ORF,CP048230.1,78356,79594,C,1239,18,0.0145278450363196,4.91525423728814,5.73446327683616,256,0.206618240516546,0.206611889611161,-8.28490670278632,0,0,0,0,0,68.8333333333333,338.333333333333
GWK60_A00473,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1000,0,500,-10.966505451905741,4.848310793798735,-2.261922949727671,2.561155197383588,none,GWK60_A00473,GWK60_A00473,ORF,CP048230.1,79931,81871,W,1941,1,0.00051519835136527,0.142170211721989,0.22115366267865,1713,0.882534775888717,0.882534751641334,-11.5072991241228,0,0,0,0,0,1941,275.952380952381
GWK60_A00495,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00495,GWK60_A00495,ORF,CP048230.1,81926,83848,C,1923,0,0,0,0,1923,1,0.999999967106805,-13.0922616248439,0,0,0,0,0,9999,336
GWK60_A00517,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00517,GWK60_A00517,ORF,CP048230.1,84469,85122,W,654,0,0,0,0,654,1,0.989439311963377,-13.0922616248439,0,0,0,0,0,9999,422.777777777778
GWK60_A00539,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00539,GWK60_A00539,ORF,CP048230.1,85576,85959,W,384,0,0,0,0,384,1,0.86294870742454,-13.0922616248439,0,0,0,0,0,9999,444.578947368421
GWK60_A00583,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1500,1641.1378555798688,1570.5689277899344,0.12969258553493385,3.9310550400477844,0.03299180098311657,2.561155197383588,none,GWK60_A00583,GWK60_A00583,ORF,CP048230.1,87402,88226,W,825,1,0.00121212121212121,0.536181818181818,1.23734265734266,669,0.810909090909091,0.809346684254829,-11.0922616248439,0,0,0,0,0,825,442.35
GWK60_A00605,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,2188.1838074398247,1344.0919037199124,2.128621573589513,4.044833228825198,0.5262569439006911,2.561155197383588,none,GWK60_A00605,GWK60_A00605,ORF,CP048230.1,89315,91915,W,2601,1,0.00038446751249519,0.180618790343795,0.149206826805744,1905,0.732410611303345,0.732410611275971,-12.0922616248439,0,0,0,0,0,2601,469.789473684211
GWK60_A00627,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,547.0459518599562,523.5229759299781,0.1296099764535894,4.807642058653743,0.026959156874062994,2.561155197383588,none,GWK60_A00627,GWK60_A00627,ORF,CP048230.1,94544,94834,W,291,1,0.00343642611683848,1.71262886597938,1.37010309278351,265,0.910652920962199,0.649295680856889,-12.0922616248439,0,0,0,0,0,291,498.375
GWK60_A00649,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,4500,1641.1378555798688,3070.5689277899346,-1.4549493875152997,3.476638168725607,-0.41849318706888167,2.561155197383588,none,GWK60_A00649,GWK60_A00649,ORF,CP048230.1,95979,97628,W,1650,6,0.00363636363636363,1.69368983957219,2.05662337662338,619,0.375151515151515,0.375151325944821,-9.77033352995656,0,0,0,0,0,275,465.764705882353
GWK60_A00671,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,4500,2735.229759299781,3617.6148796498906,-0.7181595669430768,3.3737497786989477,-0.2128668733755435,2.561155197383588,none,GWK60_A00671,GWK60_A00671,ORF,CP048230.1,98790,102578,W,3789,9,0.00237529691211401,0.901774486516697,0.766508313539192,1513,0.399313803114278,0.399313803114278,-9.77033352995656,0,0,0,0,0,421,379.647058823529
GWK60_A00693,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00693,GWK60_A00693,ORF,CP048230.1,102637,106125,C,3489,0,0,0,0,3489,1,0.999999999999995,-13.0922616248439,0,0,0,0,0,9999,320
GWK60_A00715,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00715,GWK60_A00715,ORF,CP048230.1,106542,107636,W,1095,0,0,0,0,1095,1,0.999870279669502,-13.0922616248439,0,0,0,0,0,9999,265.444444444444
GWK60_A00737,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00737,GWK60_A00737,ORF,CP048230.1,107762,108751,C,990,0,0,0,0,990,1,0.999629393859374,-13.0922616248439,2,0,0,0,0,9999,262.444444444444
GWK60_A00759,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,547.0459518599562,523.5229759299781,0.1296099764535894,4.807642058653743,0.026959156874062994,2.561155197383588,none,GWK60_A00759,EST2,ORF,CP048230.1,109052,111607,W,2556,1,0.00039123630672926,0.160798122065728,0.137826961770624,2368,0.926447574334898,0.926447574280593,-12.0922616248439,0,0,0,0,0,2556,411
GWK60_A00781,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00781,GWK60_A00781,ORF,CP048230.1,111705,113963,C,2259,0,0,0,0,2259,1,0.999999998857446,-13.0922616248439,0,0,0,0,0,9999,186.904761904762
GWK60_A00803,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00803,GWK60_A00803,ORF,CP048230.1,114196,118476,W,4281,0,0,0,0,4281,1,1,-13.0922616248439,0,0,0,0,0,9999,189.285714285714
GWK60_A00825,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00825,GWK60_A00825,ORF,CP048230.1,118583,119263,C,681,0,0,0,0,681,1,0.991917991374674,-13.0922616248439,1,0,0,0,0,9999,176.259259259259
GWK60_A00847,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00847,PEX23B,ORF,CP048230.1,119483,120694,W,1212,0,0,0,0,1212,1,0.999959735495764,-13.0922616248439,0,0,0,0,0,9999,187.04
GWK60_A00869,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00869,GWK60_A00869,ORF,CP048230.1,121621,121857,C,237,0,0,0,0,237,1,0.59145897843278,-13.0922616248439,0,0,0,0,0,9999,187.4
GWK60_A00891,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,8500,13129.10284463895,10814.551422319475,0.6272036687465462,2.7603944147646753,0.22721523612415204,2.561155197383588,none,GWK60_A00891,GWK60_A00891,ORF,CP048230.1,122845,123504,W,660,11,0.0166666666666667,2.47649572649573,3.04622758194187,245,0.371212121212121,0.367517891731225,-8.92233662340161,3,0,0,0,0,60,148.589743589744
GWK60_A00913,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A00913,GWK60_A00913,ORF,CP048230.1,123980,125215,W,1236,0,0,0,0,1236,1,0.999968326547039,-13.0922616248439,0,0,0,0,0,9999,148.179487179487
GWK60_A00935,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,0,250,-9.967226258835993,5.504884667351826,-1.8106149104175178,2.561155197383588,none,GWK60_A00935,GWK60_A00935,ORF,CP048230.1,126050,127501,C,1452,1,0.00068870523415977,0.107456140350877,0.0850694444444444,1274,0.877410468319559,0.877407263273229,-12.0922616248439,1,0,0,0,0,1452,156.026315789474
GWK60_A00957,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1000,2188.1838074398247,1594.0919037199124,1.1293423805197655,3.9203615912600007,0.2880709736156751,2.561155197383588,none,GWK60_A00957,GWK60_A00957,ORF,CP048230.1,128085,130010,W,1926,2,0.00103842159916926,0.168011289506617,0.13372327123996,998,0.518172377985462,0.518172361444853,-11.5072991241228,1,0,0,0,0,963,161.794871794872
GWK60_A00979,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,547.0459518599562,523.5229759299781,0.1296099764535894,4.807642058653743,0.026959156874062994,2.561155197383588,none,GWK60_A00979,GWK60_A00979,ORF,CP048230.1,130228,131835,C,1608,1,0.00062189054726368,0.101792864943575,0.0802597588978186,1345,0.836442786069652,0.836442144018541,-12.0922616248439,0,0,0,0,0,1608,163.682926829268
GWK60_A01001,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A01001,GWK60_A01001,ORF,CP048230.1,132712,132921,W,210,0,0,0,0,210,1,0.52497918747894,-13.0922616248439,0,0,0,0,0,9999,153.571428571429
GWK60_A01023,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,547.0459518599562,273.5229759299781,10.096836235289583,5.414924303752026,1.8646310952663618,2.561155197383588,none,GWK60_A01023,GWK60_A01023,ORF,CP048230.1,133262,135667,W,2406,0,0,0,0,2406,1,0.999999999737298,-13.0922616248439,1,0,0,0,0,9999,199.647058823529
GWK60_A01045,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A01045,GWK60_A01045,ORF,CP048230.1,136034,137863,W,1830,0,0,0,0,1830,1,0.999999916631899,-13.0922616248439,0,0,0,0,0,9999,175.358974358974
GWK60_A01067,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A01067,GWK60_A01067,ORF,CP048230.1,138245,140797,W,2553,0,0,0,0,2553,1,0.999999999939598,-13.0922616248439,0,0,0,0,0,9999,222
GWK60_A01089,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,547.0459518599562,523.5229759299781,0.1296099764535894,4.807642058653743,0.026959156874062994,2.561155197383588,none,GWK60_A01089,GWK60_A01089,ORF,CP048230.1,140956,141267,W,312,1,0.0032051282051282,0.714377289377289,0.581469886702445,264,0.846153846153846,0.637990452379879,-12.0922616248439,2,0,0,0,0,312,222.885714285714
GWK60_A01111,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,6500,2188.1838074398247,4344.091903719913,-1.5704871426511697,3.2624986897872206,-0.48137556271435517,2.561155197383588,none,GWK60_A01111,DIP5,ORF,CP048230.1,142280,144121,W,1842,6,0.00325732899022801,0.830618892508143,1.49241280686423,1471,0.798588490770901,0.798588431722571,-9.28490670278632,1,0,0,0,0,307,255
GWK60_A01133,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1000,547.0459518599562,773.5229759299781,-0.8696692166161584,4.475769873348614,-0.19430606157717897,2.561155197383588,none,GWK60_A01133,GWK60_A01133,ORF,CP048230.1,147012,147893,W,882,2,0.00226757369614512,0.889536767087788,0.812185743862763,678,0.768707482993197,0.767869184139299,-11.5072991241228,0,0,0,0,0,441,392.285714285714
GWK60_A01155,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,547.0459518599562,273.5229759299781,10.096836235289583,5.414924303752026,1.8646310952663618,2.561155197383588,none,GWK60_A01155,GIT1,ORF,CP048230.1,148737,150332,C,1596,0,0,0,0,1596,1,0.999999134536699,-13.0922616248439,0,0,0,0,0,9999,421.454545454545
GWK60_A01177,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,1641.1378555798688,1070.5689277899344,1.7136939302972285,4.217027034367678,0.40637489784416053,2.561155197383588,none,GWK60_A01177,EPA10,ORF,CP048230.1,152581,156771,W,4191,1,0.00023860653781913,0.148830827964686,0.148830827964686,3454,0.824146981627297,0.824146981627297,-12.0922616248439,0,0,0,0,0,4191,623.75
GWK60_A01199,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1000,0,500,-10.966505451905741,4.848310793798735,-2.261922949727671,2.561155197383588,none,GWK60_A01199,PGD1,ORF,CP048230.1,157478,158917,W,1440,1,0.00069444444444444,0.657118055555556,1.31423611111111,1212,0.841666666666667,0.841663200202115,-11.5072991241228,0,0,0,0,0,1440,946.25
GWK60_A01221,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,547.0459518599562,523.5229759299781,0.1296099764535894,4.807642058653743,0.026959156874062994,2.561155197383588,none,GWK60_A01221,EPA9,ORF,CP048230.1,161505,165887,W,4383,1,0.000228154232261,0.259639516313028,0.259639516313028,3702,0.844626967830253,0.844626967830253,-12.0922616248439,0,0,0,0,0,4383,1138
GWK60_A01243,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,547.0459518599562,273.5229759299781,10.096836235289583,5.414924303752026,1.8646310952663618,2.561155197383588,none,GWK60_A01243,GWK60_A01243,ORF,CP048230.1,166594,168033,W,1440,0,0,0,0,1440,1,0.999995881428255,-13.0922616248439,0,0,0,0,0,9999,1032.42857142857
GWK60_A01265,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1000,1641.1378555798688,1320.5689277899344,0.7144147372274808,4.057939883451107,0.17605355371107695,2.561155197383588,none,GWK60_A01265,TRP5,ORF,CP048230.1,168514,170637,W,2124,2,0.00094161958568738,1.08568738229755,1.08568738229755,1222,0.575329566854991,0.575329564319331,-11.5072991241228,0,0,0,0,0,1062,1153
GWK60_A01287,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A01287,CWH41,ORF,CP048230.1,170951,173395,W,2445,0,0,0,0,2445,1,0.999999999822136,-13.0922616248439,0,0,0,0,0,9999,931.25
GWK60_A01309,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,0,250,-9.967226258835993,5.504884667351826,-1.8106149104175178,2.561155197383588,none,GWK60_A01309,GWK60_A01309,ORF,CP048230.1,174356,176077,W,1722,1,0.00058072009291521,0.424361207897793,0.363738178198108,1497,0.869337979094077,0.869337765678295,-12.0922616248439,0,0,0,0,0,1722,730.75
GWK60_A01353,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A01353,GWK60_A01353,ORF,CP048230.1,177006,177486,C,318,0,0,0,0,318,1,0.764947803763765,-13.0922616248439,0,0,0,0,0,9999,671.916666666667
GWK60_A01375,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1500,547.0459518599562,1023.5229759299781,-1.4543913683087053,4.251894647214856,-0.3420572448241125,2.561155197383588,none,GWK60_A01375,GWK60_A01375,ORF,CP048230.1,178790,179257,W,468,1,0.00213675213675213,1.68888888888889,4.22222222222222,418,0.893162393162393,0.835853631757772,-11.0922616248439,0,0,0,0,0,468,790.4
GWK60_A01397,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A01397,GWK60_A01397,ORF,CP048230.1,179925,180182,W,258,0,0,0,0,258,1,0.641067406334817,-13.0922616248439,0,0,0,0,0,9999,790.4
GWK60_A01419,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1500,2188.1838074398247,1844.0919037199124,0.5446202288272184,3.817097905723331,0.1426791353741853,2.561155197383588,none,GWK60_A01419,GWK60_A01419,ORF,CP048230.1,180310,181059,C,648,3,0.00462962962962962,3.49452861952862,2.95690883190883,376,0.580246913580247,0.573744430899671,-11.0922616248439,0,0,0,0,0,250,754.818181818182
GWK60_A01441,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,5500,7658.643326039387,6579.321663019693,0.47762026919271594,3.02355049616591,0.15796669174150538,2.561155197383588,none,GWK60_A01441,MIG1,ORF,CP048230.1,182472,183746,W,1275,9,0.00705882352941176,4.22305882352941,4.30126361655773,453,0.355294117647059,0.355286498383032,-9.50729912412276,0,0,0,0,0,141.666666666667,598.266666666667
GWK60_A01463,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A01463,GWK60_A01463,ORF,CP048230.1,184908,185264,W,357,0,0,0,0,357,1,0.827783608266122,-13.0922616248439,0,0,0,0,0,9999,572.428571428571
GWK60_A01485,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,2.561155197383588,none,GWK60_A01485,GWK60_A01485,ORF,CP048230.1,185977,188061,C,2085,0,0,0,0,2085,1,0.999999993490479,-13.0922616248439,0,0,0,0,0,9999,587.533333333333
GWK60_A01507,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,2000,547.0459518599562,1273.5229759299782,-1.869308678056019,4.085001965425246,-0.4576028833957796,2.561155197383588,none,GWK60_A01507,GWK60_A01507,ORF,CP048230.1,188383,190308,C,1926,2,0.00103842159916926,0.599428868120457,0.959086188992731,1827,0.948598130841122,0.948598100560869,-10.7703335299566,1,0,0,0,0,963,577.25
GWK60_A01529,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,500,0,250,-9.967226258835993,5.504884667351826,-1.8106149104175178,2.561155197383588,none,GWK60_A01529,GWK60_A01529,ORF,CP048230.1,190708,191343,W,636,1,0.00157232704402515,0.836385497595265,0.646297884505432,635,0.998427672955975,0.985830350579591,-12.0922616248439,0,0,0,0,0,636,531.941176470588
