feature_id,contrast,background,pool,parent_sample,treated_sample,parent_cpm,treated_cpm,A_exp,log2FC,sd_local,z,Zthr,call,standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_A00253,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1176.9716182324132,698.9246272205037,937.9481227264585,-0.7514517852222505,1.838715031155155,-0.40868311428887283,3.4705551833236803,none,GWK60_A00253,GWK60_A00253,ORF,CP048230.1,48624,50978,C,2355,15,0.00636942675159235,0.344807336134074,0.288705855961821,900,0.382165605095541,0.382165604928353,-11.8798121680778,3,0,0,0,0,157,54.1347517730496
GWK60_A00275,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1654.6280529858886,2118.903988210454,1886.7660205981713,0.35671577294706475,1.7392214736696983,0.20510083295740741,3.4705551833236803,none,GWK60_A00275,GWK60_A00275,ORF,CP048230.1,51806,55015,C,3210,11,0.00342679127725856,0.154397048330114,0.285712287923226,2150,0.669781931464174,0.669781931464118,-11.3884490344089,1,0,0,0,0,291.818181818182,45.0558659217877
GWK60_A00297,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,3.4705551833236803,none,GWK60_A00297,SCL1,ORF,CP048230.1,56199,56963,W,765,0,0,0,0,765,1,0.996494812779934,-24.5413676105456,0,0,0,0,0,9999,40.9011627906977
GWK60_A00319,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,3.4705551833236803,none,GWK60_A00319,ERG4,ORF,CP048230.1,57279,58673,C,1395,0,0,0,0,1395,1,0.999993540808864,-24.5413676105456,0,0,0,0,0,9999,42.8612716763006
GWK60_A00341,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,557.4172467948508,159.85242012052097,358.6348334576859,-1.7988050220125982,1.9849360444355122,-0.9062282016870488,3.4705551833236803,none,GWK60_A00341,PDR1,ORF,CP048230.1,62211,65534,W,3324,13,0.00391095066185318,0.155376763480459,0.0958821932868572,963,0.28971119133574,0.289711191335732,-12.9578146800791,0,0,0,0,0,255.692307692308,39.7286432160804
GWK60_A00363,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,390.99149775179893,539.0722070999827,465.03185242589086,0.46283506220951254,1.9443123910941573,0.23804562699364024,3.4705551833236803,none,GWK60_A00363,GWK60_A00363,ORF,CP048230.1,65791,68151,C,2361,12,0.00508259212198221,0.182877418426794,0.0799130570092042,492,0.208386277001271,0.208386276915416,-13.4692350063783,0,0,0,0,0,196.75,35.9811320754717
GWK60_A00385,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,38.88112477643353,39.318538819966854,39.09983179820019,0.015935963845900274,2.3678424656244066,0.0067301621950166,3.4705551833236803,none,GWK60_A00385,PMA1,ORF,CP048230.1,69666,72374,C,2709,2,0.00073827980804724,0.0227677095306325,0.00567514852965045,2646,0.976744186046512,0.976744186034114,-16.7931747609561,0,0,0,0,0,1354.5,30.8388625592417
GWK60_A00407,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,2679.3455470937633,4019.729741982295,3349.537644538029,0.5851280953585939,1.661556235666072,0.35215666060440753,3.4705551833236803,none,GWK60_A00407,GWK60_A00407,ORF,CP048230.1,73476,76844,W,3369,31,0.00920154348471356,0.302628541275024,0.314345657656966,594,0.176313446126447,0.176313446126444,-10.6931359094517,8,0,0,0,0,108.677419354839,32.8888888888889
GWK60_A00429,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,115.00818683870293,9.45363774906307,62.230912293882994,-3.5366274157170507,2.2818573348720586,-1.549889803218283,3.4705551833236803,none,GWK60_A00429,GWK60_A00429,ORF,CP048230.1,77062,77871,C,810,2,0.00246913580246913,0.0858128146768743,0.057724961960298,659,0.81358024691358,0.811759577561085,-15.2330285804062,1,0,0,0,0,405,34.7541899441341
GWK60_A00451,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,9575.476257441012,12449.366638499123,11012.421447970068,0.3786388079992958,1.5113800591145052,0.2505252108600232,3.4705551833236803,none,GWK60_A00451,GWK60_A00451,ORF,CP048230.1,78356,79594,C,1239,87,0.0702179176755448,2.72622024636473,3.56370325306106,73,0.0589184826472962,0.0589166716469327,-8.85574277081921,2,0,0,0,0,14.2413793103448,38.8251366120219
GWK60_A00473,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,491.2829971751228,356.87482502713084,424.0789111011268,-0.46058384778959766,1.9586309970573428,-0.23515600870280373,3.4705551833236803,none,GWK60_A00473,GWK60_A00473,ORF,CP048230.1,79931,81871,W,1941,11,0.00566718186501803,0.217492178197215,0.105386054284651,455,0.2344152498712,0.23441524343071,-13.1399547318314,0,0,0,0,0,176.454545454545,38.3774834437086
GWK60_A00495,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,241.28099861263425,133.42520550382196,187.3531020582281,-0.8522733588933465,2.0902152793167024,-0.40774429664104134,3.4705551833236803,none,GWK60_A00495,GWK60_A00495,ORF,CP048230.1,81926,83848,C,1923,3,0.0015600624024961,0.0717628705148206,0.064586670310733,1207,0.627665106604264,0.627665085958353,-14.1652422212694,0,0,0,0,0,641,46
GWK60_A00517,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,70.49474959465519,3.6525418575925492,37.07364572612387,-4.095645718552144,2.377892200299696,-1.7223849416033041,3.4705551833236803,none,GWK60_A00517,GWK60_A00517,ORF,CP048230.1,84469,85122,W,654,5,0.00764525993883792,0.382765974569451,0.0673850928842028,324,0.495412844036697,0.490180943541489,-15.9377412655594,0,0,0,0,0,130.8,50.0657894736842
GWK60_A00539,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,291.4267483242962,189.28761038464918,240.3571793544727,-0.6212205923073266,2.0491765558476804,-0.3031562070796516,3.4705551833236803,none,GWK60_A00539,GWK60_A00539,ORF,CP048230.1,85576,85959,W,384,3,0.0078125,0.395162799401198,0.49407431199298,126,0.328125,0.283155044623677,-13.8930100285359,0,0,0,0,0,128,50.5808383233533
GWK60_A00583,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1433.5143667572925,1358.101004814265,1395.8076857857786,-0.07793765152827074,1.7814473297596691,-0.04374962437917552,3.4705551833236803,none,GWK60_A00583,GWK60_A00583,ORF,CP048230.1,87402,88226,W,825,9,0.0109090909090909,0.536181818181818,1.12004727113873,493,0.597575757575758,0.596424387649672,-11.5953751861488,3,0,0,0,0,91.6666666666667,49.15
GWK60_A00605,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,924.2443071855953,1328.450959146749,1126.3476331661723,0.5231614482465561,1.8121214681717717,0.288701092854646,3.4705551833236803,none,GWK60_A00605,GWK60_A00605,ORF,CP048230.1,89315,91915,W,2601,15,0.00576701268742791,0.31009852559025,0.261965005148542,379,0.145713187235679,0.145713187230232,-12.2284846552612,0,0,0,0,0,173.4,53.7710843373494
GWK60_A00627,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,482.5619972252685,603.3139727129341,542.9379849691013,0.3218957827374401,1.9204899247415463,0.16761128428245195,3.4705551833236803,none,GWK60_A00627,GWK60_A00627,ORF,CP048230.1,94544,94834,W,291,7,0.0240549828178694,1.33204467353952,1.29552273645662,72,0.247422680412371,0.176412411402626,-13.1657850980551,1,0,0,0,0,41.5714285714286,55.375
GWK60_A00649,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,4329.613100104724,4432.681827293641,4381.1474636991825,0.03393782814226334,1.6264259110997419,0.020866507297166444,3.4705551833236803,none,GWK60_A00649,GWK60_A00649,ORF,CP048230.1,95979,97628,W,1650,38,0.023030303030303,1.23212121212121,1.97177590095033,174,0.105454545454545,0.105454492268819,-10.0008157396118,0,0,0,0,0,43.4210526315789,53.5
GWK60_A00671,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,4193.5291633872075,3482.5912335128023,3838.060198450005,-0.26796863101476825,1.6436485748274665,-0.16303280100060127,3.4705551833236803,none,GWK60_A00671,GWK60_A00671,ORF,CP048230.1,98790,102578,W,3789,82,0.0216415940881499,1.16395706870766,0.861945608114731,358,0.094484032726313,0.094484032726313,-10.0468869955278,3,0,0,0,0,46.2073170731707,53.7833333333333
GWK60_A00693,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,7.090228311797302,3.545114155898651,3.9241432821287265,2.866367398008838,1.369030112767361,3.4705551833236803,none,GWK60_A00693,GWK60_A00693,ORF,CP048230.1,102637,106125,C,3489,0,0,0,0,3489,1,0.999999999999995,-24.5413676105456,2,0,0,0,0,9999,45.7142857142857
GWK60_A00715,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,20.530687381948546,476.334429310746,248.43255834634726,4.502920497761348,2.0437939508756946,2.2032164719109786,3.4705551833236803,none,GWK60_A00715,GWK60_A00715,ORF,CP048230.1,106542,107636,W,1095,4,0.00365296803652968,0.138522867289991,0.00964727345174567,529,0.48310502283105,0.483042354287823,-17.7084775963808,3,0,0,0,0,273.75,37.9206349206349
GWK60_A00737,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,3.4705551833236803,none,GWK60_A00737,GWK60_A00737,ORF,CP048230.1,107762,108751,C,990,0,0,0,0,990,1,0.999629393859374,-24.5413676105456,8,0,0,0,0,9999,37.4920634920635
GWK60_A00759,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,297.422435789821,118.60018267006397,208.0113092299425,-1.322761147476763,2.0728860590841025,-0.6381253526598661,3.4705551833236803,none,GWK60_A00759,EST2,ORF,CP048230.1,109052,111607,W,2556,9,0.00352112676056338,0.180897887323944,0.0805138231509776,1001,0.391627543035994,0.391627543013038,-13.8636479689046,0,0,0,0,0,284,51.375
GWK60_A00781,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,54.869624684499655,116.23677323279819,85.55319895864892,1.0760924478799636,2.2247763973793213,0.48368566348849634,3.4705551833236803,none,GWK60_A00781,GWK60_A00781,ORF,CP048230.1,111705,113963,C,2259,3,0.00132802124833997,0.0457235385941614,0.00939253443787985,1263,0.559096945551129,0.559096944912331,-16.2981936270726,0,0,0,0,0,753,34.4298245614035
GWK60_A00803,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,307.7786232302729,159.4227093137454,233.60066627200916,-0.9468600343546624,2.0538322922640426,-0.46102110572567295,3.4705551833236803,none,GWK60_A00803,GWK60_A00803,ORF,CP048230.1,114196,118476,W,4281,6,0.00140154169586545,0.0485501371770385,0.0238147287840268,1836,0.428871758934828,0.428871758934828,-13.8142980525219,3,0,0,0,0,713.5,34.640522875817
GWK60_A00825,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,35.02143075221091,17.510715376105455,6.150617787429789,2.5241806042500174,2.436678967057215,3.4705551833236803,none,GWK60_A00825,GWK60_A00825,ORF,CP048230.1,118583,119263,C,681,0,0,0,0,681,1,0.991917991374674,-24.5413676105456,2,0,0,0,0,9999,33.7517730496454
GWK60_A00847,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1303.9711800021657,402.85388135211946,853.4125306771426,-1.6933470269679898,1.8525899656450437,-0.9140430739504691,3.4705551833236803,none,GWK60_A00847,PEX23B,ORF,CP048230.1,119483,120694,W,1212,10,0.00825082508250825,0.292279227922792,0.3438832817708,448,0.36963696369637,0.369622080447279,-11.7320014027295,1,0,0,0,0,121.2,35.4242424242424
GWK60_A00869,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,64.3173746301751,16.54386606086037,40.43062034551773,-1.9271279675047541,2.361543135041114,-0.8160460585748324,3.4705551833236803,none,GWK60_A00869,GWK60_A00869,ORF,CP048230.1,121621,121857,C,237,3,0.0126582278481013,0.449271192942079,0.0869081979789595,111,0.468354430379747,0.277012432936872,-16.0696923961535,1,0,0,0,0,79,35.4924242424242
GWK60_A00891,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,9316.026508932848,8410.944476422092,8863.48549267747,-0.14743860132398057,1.537721054459338,-0.09588123990135514,3.4705551833236803,none,GWK60_A00891,GWK60_A00891,ORF,CP048230.1,122845,123504,W,660,50,0.0757575757575758,2.25135975135975,3.61701645279013,91,0.137878787878788,0.136506645500169,-8.8953715081433,10,0,0,0,0,13.2,29.7179487179487
GWK60_A00913,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,2.5436249853741564,0,1.2718124926870782,-2.60579061078932,3.1100483360433318,-0.8378617723043047,3.4705551833236803,none,GWK60_A00913,GWK60_A00913,ORF,CP048230.1,123980,125215,W,1236,2,0.00161812297734627,0.0479545265953033,0.0005258932176636,1045,0.84546925566343,0.845442476732731,-20.634477014937,1,0,0,0,0,618,29.6358974358974
GWK60_A00935,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,619.917746435473,21.7003957421675,320.80907108882025,-4.804582654564292,2.002623341402213,-2.399144439812721,3.4705551833236803,none,GWK60_A00935,GWK60_A00935,ORF,CP048230.1,126050,127501,C,1452,10,0.00688705234159779,0.210481099656357,0.113653543906591,349,0.240358126721763,0.240357248730264,-12.8045429114467,5,0,0,0,0,145.2,30.5618556701031
GWK60_A00957,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,490.37455968034624,1211.3547643003997,850.864661990373,1.3037905043420912,1.8530308979355647,0.70359890155886,3.4705551833236803,none,GWK60_A00957,GWK60_A00957,ORF,CP048230.1,128085,130010,W,1926,5,0.00259605399792315,0.0835770445249751,0.0717439872486064,861,0.447040498442368,0.447040484172364,-13.1426239186074,4,0,0,0,0,385.2,32.1938775510204
GWK60_A00979,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,697.4983084893847,578.6056013233374,638.0519549063611,-0.2693970890755904,1.8959728531927962,-0.1420891067200297,3.4705551833236803,none,GWK60_A00979,GWK60_A00979,ORF,CP048230.1,130228,131835,C,1608,7,0.00435323383084577,0.129267930260203,0.113968126879686,876,0.544776119402985,0.544775701234381,-12.634477014937,4,0,0,0,0,229.714285714286,29.6946902654867
GWK60_A01001,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,507.2714970831889,6.445662101633911,256.8585795924114,-6.191923376727754,2.0383753685163524,-3.037675725661164,3.4705551833236803,none,GWK60_A01001,GWK60_A01001,ORF,CP048230.1,132712,132921,W,210,2,0.00952380952380952,0.287586944890316,0.596933590292818,115,0.547619047619048,0.287488602667039,-13.0937677522656,0,0,0,0,0,105,30.1966292134831
GWK60_A01023,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,567.2283717384369,532.8414004017367,550.0348860700867,-0.09014151989860059,1.9185058553315923,-0.04698527223573192,3.4705551833236803,none,GWK60_A01023,GWK60_A01023,ORF,CP048230.1,133262,135667,W,2406,11,0.00457190357439734,0.159149135707739,0.0785646190883098,726,0.301745635910224,0.301745635830955,-12.932650756525,1,0,0,0,0,218.727272727273,34.8102564102564
GWK60_A01045,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,28.343249837026313,208.1948858827753,118.26906785990082,2.855089616645401,2.1681675544378933,1.3168214840229888,3.4705551833236803,none,GWK60_A01045,GWK60_A01045,ORF,CP048230.1,136034,137863,W,1830,3,0.00163934426229508,0.050502141485748,0.00473519104379041,883,0.482513661202186,0.482513620975938,-17.2467468616539,1,0,0,0,0,610,30.8063063063063
GWK60_A01067,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,109.01249937317812,0.21485540338779702,54.61367738828296,-7.259228376241838,2.305694575750107,-3.1483911410426977,3.4705551833236803,none,GWK60_A01067,GWK60_A01067,ORF,CP048230.1,138245,140797,W,2553,2,0.00078339208773991,0.0271240526525728,0.0176229948984021,2275,0.891108499804152,0.891108499750327,-15.3101464298344,0,0,0,0,0,1276.5,34.6238532110092
GWK60_A01089,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1664.8025529273852,1338.1194522991998,1501.4610026132925,-0.3150384263490707,1.7711315210733012,-0.1778741005965261,3.4705551833236803,none,GWK60_A01089,GWK60_A01089,ORF,CP048230.1,140956,141267,W,312,14,0.0448717948717949,1.5767787017787,2.24962803379526,131,0.419871794871795,0.316578595688501,-11.3796058672409,12,0,0,0,0,22.2857142857143,35.1396396396396
GWK60_A01111,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,5414.287468867847,4156.377778536934,4785.33262370239,-0.3814043828324761,1.615042478004058,-0.23615749308577488,3.4705551833236803,none,GWK60_A01111,DIP5,ORF,CP048230.1,142280,144121,W,1842,26,0.0141150922909881,0.561366285150763,1.41107667499858,230,0.12486427795874,0.124864268726167,-9.67829448853569,5,0,0,0,0,70.8461538461538,39.7706422018349
GWK60_A01133,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,598.2969340597926,519.0906545849177,558.6937943223552,-0.20469135202963187,1.9161221988593982,-0.10682583404726359,3.4705551833236803,none,GWK60_A01133,GWK60_A01133,ORF,CP048230.1,147012,147893,W,882,9,0.0102040816326531,0.509461966604824,0.505448850917995,525,0.595238095238095,0.594588970019368,-12.8557427708192,0,0,0,0,0,98,49.9272727272727
GWK60_A01155,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,543.0639343773825,632.96401838045006,588.0139763789163,0.22081293859694937,1.908337320396412,0.11570959506838167,3.4705551833236803,none,GWK60_A01155,GIT1,ORF,CP048230.1,148737,150332,C,1596,9,0.0056390977443609,0.297077922077922,0.268965267989447,728,0.456140350877193,0.456139956104459,-12.9954378414601,1,0,0,0,0,177.333333333333,52.6818181818182
GWK60_A01177,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,1051.4255564543032,660.6803654174759,856.0529609358896,-0.6699168226607636,1.8521345117594705,-0.3616998756879506,3.4705551833236803,none,GWK60_A01177,EPA10,ORF,CP048230.1,152581,156771,W,4191,10,0.00238606537819136,0.177708451301118,0.340033657139838,1314,0.313528990694345,0.313528990694345,-12.0425184040138,0,0,0,0,0,419.1,74.4776119402985
GWK60_A01199,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,303.0547482574352,8.809071538899678,155.93190989816745,-5.0271756454946965,2.1209802524377883,-2.3702133198631237,3.4705551833236803,none,GWK60_A01199,PGD1,ORF,CP048230.1,157478,158917,W,1440,1,0.00069444444444444,0.0710397897897898,0.378510892399781,1212,0.841666666666667,0.841663200202115,-13.836599371183,0,0,0,0,0,1440,102.297297297297
GWK60_A01221,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,644.9906212913039,774.5537292130083,709.7721752521561,0.26390019217664695,1.8799656706509873,0.14037500593575447,3.4705551833236803,none,GWK60_A01221,EPA9,ORF,CP048230.1,161505,165887,W,4383,14,0.00319415925165411,0.389459274469541,0.311181729544648,2241,0.51129363449692,0.51129363449692,-12.7473579655246,0,0,0,0,0,313.071428571429,121.928571428571
GWK60_A01243,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,30.16012482657928,85.72730595173103,57.94371538915515,1.491781235121765,2.294858178280136,0.6500537807699163,3.4705551833236803,none,GWK60_A01243,GWK60_A01243,ORF,CP048230.1,166594,168033,W,1440,1,0.00069444444444444,0.0738051470588235,0.0412023986152324,1375,0.954861111111111,0.954857178447119,-17.1576633180715,0,0,0,0,0,1440,106.279411764706
GWK60_A01265,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,450.0399349122704,615.9904415128141,533.0151882125422,0.4524235371154427,1.9233114743569273,0.23523154889236736,3.4705551833236803,none,GWK60_A01265,TRP5,ORF,CP048230.1,168514,170637,W,2124,13,0.00612052730696798,0.574404370866728,0.392034935267134,655,0.308380414312618,0.308380412953488,-13.266407138405,0,0,0,0,0,163.384615384615,93.8488372093023
GWK60_A01287,yH298_pool1_treated_vs_parent,yH298,1,yH298-parent-pool1,yH298-H2O2-treated-facs-pool1,0,0,0,0,Inf,0,3.4705551833236803,none,GWK60_A01287,CWH41,ORF,CP048230.1,170951,173395,W,2445,0,0,0,0,2445,1,0.999999999822136,-24.5413676105456,1,0,0,0,0,9999,76.0204081632653
