cglab_id	cglab_gene_name	cglab_cagl_id	qng_id	scer_id	scer_gene_name	scer_sgdid	C_glabrata_raw	S_cerevisiae_raw	Orthogroup
GWK60_J07777	protein_coding	CAGL0J07942g	QNG15216.1	YNL257C	SIP3	S000005201	QNG15216.1 uncharacterized protein GWK60_J07777 [Nakaseomyces glabratus]	YNL257C SIP3 SGDID_S000005201_ Chr XIV from 164320-160631_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative sterol transfer protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; co-localizes to puncta in the cortical ER with Ysp2p; contains GRAM_ StART-like _VASt_ and two PH-like domains; one of 6 StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; previously identified as a transcription cofactor that interacts with DNA-bound Snf1p""	OG0000466
GWK60_G05973	protein_coding	CAGL0G06182g	QNG13967.1	YHR131C	YHR131C	S000001173	QNG13967.1 uncharacterized protein GWK60_G05973 [Nakaseomyces glabratus]	YHR131C YHR131C SGDID_S000001173_ Chr VIII from 367892-365340_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; GFP-fusion protein localizes to the cytoplasm; overexpression causes cell cycle delay or arrest; contains a PH domain and binds phosphatidylinositols and other lipids in a large-scale study; YHR131C has a paralog_ YNL144C_ that arose from the whole genome duplication""	OG0000467
GWK60_J05621	protein_coding	CAGL0J05830g	QNG15120.1	YNL144C	YNL144C	S000005088	QNG15120.1 uncharacterized protein GWK60_J05621 [Nakaseomyces glabratus]	YNL144C YNL144C SGDID_S000005088_ Chr XIV from 355042-352820_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; contains a PH domain and binds phosphatidylinositols and phosphatidylethanolamine in a large-scale study; YNL144C has a paralog_ YHR131C_ that arose from the whole genome duplication""	OG0000467
GWK60_F00737	protein_coding	CAGL0F00913g	QNG13357.1	YOL045W	PSK2	S000005405	QNG13357.1 uncharacterized protein GWK60_F00737 [Nakaseomyces glabratus]	YOL045W PSK2 SGDID_S000005405_ Chr XV from 243497-246802_ Genome Release 64-5-1_ Verified ORF_ ""PAS-domain containing serine/threonine protein kinase; regulates sugar flux and translation in response to an unknown metabolite by phosphorylating Ugp1p and Gsy2p _sugar flux_ and Caf20p_ Tif11p and Sro9p _translation_; PSK2 has a paralog_ PSK1_ that arose from the whole genome duplication""	OG0000468
GWK60_H06171	protein_coding	CAGL0H06259g	QNG14409.1	YAL017W	PSK1	S000000015	QNG14409.1 uncharacterized protein GWK60_H06171 [Nakaseomyces glabratus]	YAL017W PSK1 SGDID_S000000015_ Chr I from 120225-124295_ Genome Release 64-5-1_ Verified ORF_ ""PAS domain-containing serine/threonine protein kinase; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status; PSK1 has a paralog_ PSK2_ that arose from the whole genome duplication""	OG0000468
GWK60_L05335	protein_coding	CAGL0L01463g	QNG16185.1	YML047C	PRM6	S000004510	QNG16185.1 uncharacterized protein GWK60_L05335 [Nakaseomyces glabratus]	YML047C PRM6 SGDID_S000004510_ Chr XIII from 181075-180017_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system _HACS_ during mating pheromone response; expression up-regulated in response to alpha factor; regulated by Ste12p during mating; localized to sites of polarized growth; member of a fungal-specific gene family; PRM6 has a paralog_ KCH1_ that arose from the whole genome duplication""	OG0000469
GWK60_D06215	protein_coding	CAGL0D06050g	QNG13022.1	YJR054W	KCH1	S000003815	QNG13022.1 uncharacterized protein GWK60_D06215 [Nakaseomyces glabratus]	YJR054W KCH1 SGDID_S000003815_ Chr X from 536056-537549_ Genome Release 64-5-1_ Verified ORF_ ""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system _HACS_ during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog_ PRM6_ that arose from the whole genome duplication""	OG0000469
GWK60_G02695	protein_coding	CAGL0G02827g	QNG13824.1	YIL105C	SLM1	S000001367	QNG13824.1 uncharacterized protein GWK60_G02695 [Nakaseomyces glabratus]	YIL105C SLM1 SGDID_S000001367_ Chr IX from 169641-167581_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Phosphoinositide PI4_5P_2_ binding protein_ forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; TORC2 complex substrate and effector; protein abundance increases in response to DNA replication stress; SLM1 has a paralog_ SLM2_ that arose from the whole genome duplication""	OG0000470
GWK60_L16841	protein_coding	CAGL0L12914g	QNG16685.1	YMR031C	EIS1	S000004633	QNG16685.1 uncharacterized protein GWK60_L16841 [Nakaseomyces glabratus]	YMR031C EIS1 SGDID_S000004633_ Chr XIII from 334743-332212_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic_ non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog_ YKL050C_ that arose from the whole genome duplication""	OG0000471
GWK60_E04917	protein_coding	CAGL0E05258g	QNG13263.1	YOR327C	SNC2	S000005854	QNG13263.1 uncharacterized protein GWK60_E04917 [Nakaseomyces glabratus]	YOR327C SNC2 SGDID_S000005854_ Chr XV from 931081-930734_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Vesicle membrane receptor protein _v-SNARE_; involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; Snc2p levels regulated by Vps45p; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC2 has a paralog_ SNC1_ that arose from the whole genome duplication""	OG0000472
GWK60_G06149	protein_coding	CAGL0G06358g	QNG13974.1	YAL030W	SNC1	S000000028	QNG13974.1 uncharacterized protein GWK60_G06149 [Nakaseomyces glabratus]	YAL030W SNC1 SGDID_S000000028_ Chr I from 87286-87387_87501-87752_ Genome Release 64-5-1_ Verified ORF_ ""Vesicle membrane receptor protein _v-SNARE_; involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog_ SNC2_ that arose from the whole genome duplication""	OG0000472
GWK60_G08965	protein_coding	CAGL0G09251g	QNG14098.1	YPL191C	MIY2	S000006112	QNG14098.1 uncharacterized protein GWK60_G08965 [Nakaseomyces glabratus]	YPL191C MIY2 SGDID_S000006112_ Chr XVI from 184679-183597_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""K48-specific deubiquitinating _DUB_ enzyme; MINDY family endo-type deubiquitinase that preferentially cleaves long K48-linked polyubiquitin chains between moieties; diploid deletion strain exhibits high budding index; GFP-fusion protein localizes to the cytoplasm endoplasmic reticulum and cell periphery in high-throughput studies; YPL191C has a paralog_ YGL082W_ that arose from the whole genome duplication; ortholog of human MINDY2/FAM63B""	OG0000473
GWK60_H03091	protein_coding	CAGL0H03289g	QNG14272.1	YGL082W	YGL082W	S000003050	QNG14272.1 uncharacterized protein GWK60_H03091 [Nakaseomyces glabratus]	YGL082W YGL082W SGDID_S000003050_ Chr VII from 355827-356972_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; MINDY family deubiquitinase that does not appear to contain catalytic activity; predicted prenylation/proteolysis target of Afc1p and Rce1p; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm and nucleus; not an essential gene; YGL082W has a paralog_ YPL191C_ that arose from the whole genome duplication; ortholog of human MINDY1/FAM63A""	OG0000473
GWK60_E03685	protein_coding	CAGL0E03982g	QNG13208.1	YLL048C	YBT1	S000003971	QNG13208.1 uncharacterized protein GWK60_E03685 [Nakaseomyces glabratus]	YLL048C YBT1 SGDID_S000003971_ Chr XII from 46265-41280_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transporter of ATP-binding cassette _ABC_ family; targeted to vacuole via AP-3 pathway; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog_ VMR1_ that arose from the whole genome duplication""	OG0000474
GWK60_F08723	protein_coding	CAGL0F09229g	QNG13706.1	YER184C	TOG1	S000000986	QNG13706.1 uncharacterized protein GWK60_F08723 [Nakaseomyces glabratus]	YER184C TOG1 SGDID_S000000986_ Chr V from 558680-556296_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white_ and prevents growth on glycerol or lactate as sole carbon source""	OG0000475
GWK60_A00341	PDR1	CAGL0A00451g	QNG12122.1	YBL005W	PDR3	S000000101	QNG12122.1 PDR1 [Nakaseomyces glabratus]	YBL005W PDR3 SGDID_S000000101_ Chr II from 217470-220400_ Genome Release 64-5-1_ Verified ORF_ ""Transcriptional activator of the pleiotropic drug resistance network; regulates expression of ATP-binding cassette _ABC_ transporters through binding to cis-acting PDRE sites _PDR responsive elements_; has a role in response to drugs and organic solvents; post-translationally up-regulated in cells lacking functional mitochondrial genome; involved in diauxic shift; relative distribution to nucleus increases upon DNA replication stress; APCC_Cdh1_ substrate"", YGL013C PDR1 SGDID_S000002981_ Chr VII from 472298-469092_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements _PDREs_ to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog_ PDR3_ that arose from the whole genome duplication""	OG0000475
GWK60_K08151	protein_coding	CAGL0K08338g	QNG15754.1	YOR385W	YOR385W	S000005912	QNG15754.1 uncharacterized protein GWK60_K08151 [Nakaseomyces glabratus]	YOR385W YOR385W SGDID_S000005912_ Chr XV from 1065043-1065915_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm; YOR385W is not an essential gene"", YMR316W DIA1 SGDID_S000004935_ Chr XIII from 904825-905835_ Genome Release 64-5-1_ Verified ORF_ ""Protein of unknown function; involved in invasive and pseudohyphal growth; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm in a punctate pattern""	OG0000476
GWK60_J05951	protein_coding	CAGL0J06138g	QNG15135.1	YNL165W	YNL165W	S000005109	QNG15135.1 uncharacterized protein GWK60_J05951 [Nakaseomyces glabratus]	YNL165W YNL165W SGDID_S000005109_ Chr XIV from 323832-325052_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; YNL165W is not an essential gene""	OG0000476
GWK60_K00561	RTA1	CAGL0K00715g	QNG15420.1	YLR046C	YLR046C	S000004036	QNG15420.1 RTA1 [Nakaseomyces glabratus]	YLR046C YLR046C SGDID_S000004036_ Chr XII from 238813-238001_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative membrane protein; member of the fungal lipid-translocating exporter _LTE_ family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog_ RTA1_ that arose from the whole genome duplication"", YGR213C RTA1 SGDID_S000003445_ Chr VII from 919465-918512_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in 7-aminocholesterol resistance; has seven potential membrane-spanning regions; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter _LTE_ family of protein; RTA1 has a paralog_ YLR046C_ that arose from the whole genome duplication"", YER185W PUG1 SGDID_S000000987_ Chr V from 559454-560365_ Genome Release 64-5-1_ Verified ORF_ ""Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter _LTE_ family of proteins""	OG0000477
GWK60_B00297	protein_coding	CAGL0B00462g	QNG12324.1	YCL055W	KAR4	S000000560	QNG12324.1 uncharacterized protein GWK60_B00297 [Nakaseomyces glabratus]	YCL055W KAR4 SGDID_S000000560_ Chr III from 27929-28936_ Genome Release 64-5-1_ Verified ORF_ ""Transcription factor required for the mating response; subunit of the mRNA m6A methyltransferase _MIS_ complex_ regulating meiosis at multiple steps_ early prior to pre-meiotic S phase and late during the completion of meiosis and sporulation; exists in two forms_ a slower-migrating form abundant during vegetative growth and a faster-migrating pheromone-induced form; null mutant exhibits abnormal lipid metabolic phenotype; homologous to human METTL14_ a subunit of a m6A methyltransferase complex""	OG0000480
GWK60_F02893	protein_coding	CAGL0F03179g	QNG13450.1	YDR434W	GPI17	S000002842	QNG13450.1 uncharacterized protein GWK60_F02893 [Nakaseomyces glabratus]	YDR434W GPI17 SGDID_S000002842_ Chr IV from 1331237-1332841_ Genome Release 64-5-1_ Verified ORF_ ""Transmembrane protein; subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-S homolog""	OG0000481
GWK60_B02035	protein_coding	CAGL0B02189g	QNG12400.1	YGR218W	CRM1	S000003450	QNG12400.1 uncharacterized protein GWK60_B02035 [Nakaseomyces glabratus]	YGR218W CRM1 SGDID_S000003450_ Chr VII from 932541-935795_ Genome Release 64-5-1_ Verified ORF_ ""Nuclear export factor_ exportin; major karyopherin involved in export of proteins_ RNAs_ and ribosomal subunits from the nucleus""	OG0000482
GWK60_L03619	protein_coding	CAGL0I03894g	QNG16110.1	YDL193W	NUS1	S000002352	QNG16110.1 uncharacterized protein GWK60_L03619 [Nakaseomyces glabratus], QNG15264.1 uncharacterized protein GWK60_J08855 [Nakaseomyces glabratus]	YDL193W NUS1 SGDID_S000002352_ Chr IV from 114672-115799_ Genome Release 64-5-1_ Verified ORF_ ""Forms dehydrodolichyl diphosphate synthase complex with RER2 or SRT1; tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY_ suggesting that Nus1p may be involved in protein trafficking; mutations in human homolog NUS1 have been implicated in congenital scoliosis_ neurological impairment_ refractory epilepsy_ hearing deficit_ and visual impairment; human cis-prenyltransferase complex complements yeast null mutant""	OG0000483
GWK60_J08855	protein_coding	CAGL0J09042g	QNG15264.1	YDL193W	NUS1	S000002352	QNG16110.1 uncharacterized protein GWK60_L03619 [Nakaseomyces glabratus], QNG15264.1 uncharacterized protein GWK60_J08855 [Nakaseomyces glabratus]	YDL193W NUS1 SGDID_S000002352_ Chr IV from 114672-115799_ Genome Release 64-5-1_ Verified ORF_ ""Forms dehydrodolichyl diphosphate synthase complex with RER2 or SRT1; tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY_ suggesting that Nus1p may be involved in protein trafficking; mutations in human homolog NUS1 have been implicated in congenital scoliosis_ neurological impairment_ refractory epilepsy_ hearing deficit_ and visual impairment; human cis-prenyltransferase complex complements yeast null mutant""	OG0000483
GWK60_E05555	protein_coding	CAGL0E05918g	QNG13291.1	YPL219W	PCL8	S000006140	QNG13291.1 uncharacterized protein GWK60_E05555 [Nakaseomyces glabratus]	YPL219W PCL8 SGDID_S000006140_ Chr XVI from 136750-138228_ Genome Release 64-5-1_ Verified ORF_ ""Cyclin; interacts with Pho85p cyclin-dependent kinase _Cdk_ to phosphorylate and regulate glycogen synthase_ also activates Pho85p for Glc8p phosphorylation; PCL8 has a paralog_ PCL10_ that arose from the whole genome duplication""	OG0000484
GWK60_H08965	protein_coding	CAGL0H08998g	QNG14535.1	YGL134W	PCL10	S000003102	QNG14535.1 uncharacterized protein GWK60_H08965 [Nakaseomyces glabratus]	YGL134W PCL10 SGDID_S000003102_ Chr VII from 255663-256964_ Genome Release 64-5-1_ Verified ORF_ ""Pho85p cyclin; recruits_ activates_ and targets Pho85p cyclin-dependent protein kinase to its substrate; PCL10 has a paralog_ PCL8_ that arose from the whole genome duplication""	OG0000484
GWK60_L02651	protein_coding	CAGL0I02904g	QNG16069.1	YNL108C	YNL108C	S000005052	QNG16069.1 uncharacterized protein GWK60_L02651 [Nakaseomyces glabratus]	YNL108C YNL108C SGDID_S000005052_ Chr XIV from 419826-419014_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein phosphatase; similar to prokaryotic phosphotransfer enzymes; null mutant shows alterations in glucose metabolism; GFP-fusion protein localizes to the cytoplasm and nucleus; YNL108C has a paralog_ TFC7_ that arose from the whole genome duplication"", YOR110W TFC7 SGDID_S000005636_ Chr XV from 528941-530248_ Genome Release 64-5-1_ Verified ORF_ ""RNA pol III transcription initiation factor complex _TFIIIC_ subunit; part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; TFC7 has a paralog_ YNL108C_ that arose from the whole genome duplication""	OG0000485
GWK60_J09933	protein_coding	CAGL0J10120g	QNG15312.1	YIL131C	FKH1	S000001393	QNG15312.1 uncharacterized protein GWK60_J09933 [Nakaseomyces glabratus]	YIL131C FKH1 SGDID_S000001393_ Chr IX from 102235-100781_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Forkhead family transcription factor; rate-limiting replication origin activator; evolutionarily conserved lifespan regulator; binds multiple chromosomal elements with distinct specificities_ cell cycle dynamics; regulates transcription elongation_ chromatin silencing at mating loci_ expression of G2/M phase genes; facilitates clustering_ activation of early-firing replication origins; binds HML recombination enhancer_ regulates donor preference during mating-type switching"", YNL068C FKH2 SGDID_S000005012_ Chr XIV from 498289-495701_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Forkhead family transcription factor; rate-limiting activator of replication origins; evolutionarily conserved regulator of lifespan; binds multiple chromosomal elements with distinct specificities_ cell cycle dynamics; positively regulates transcriptional elongation; facilitates clustering_ activation of early-firing replication origins; negative role in chromatin silencing at HML and HMR; major role in expression of G2/M phase genes; relocalizes to cytosol under hypoxia""	OG0000486
GWK60_D06501	protein_coding	CAGL0D06314g	QNG13032.1	YGL049C	TIF4632	S000003017	QNG13032.1 uncharacterized protein GWK60_D06501 [Nakaseomyces glabratus]	YGL049C TIF4632 SGDID_S000003017_ Chr VII from 409604-406860_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Translation initiation factor eIF4G and scaffold protein; subunit of the mRNA cap-binding protein complex _eIF4F_ with eIF4E _Cdc33p_ and eIF4A _Tif1p/Tif2p_; proposed to stimulate the ATPase and helicase activities of eIF4A synergistically with eIF4G based on sequence similarity with Tif4631p; proposed to be required with eIF4E for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex _PIC_ assembly; associated with Pab1p-mediated poly_A_-tail stimulated_ translation""	OG0000487
GWK60_E03025	protein_coding	CAGL0E03289g	QNG13181.1	YGR162W	TIF4631	S000003394	QNG13181.1 uncharacterized protein GWK60_E03025 [Nakaseomyces glabratus]	YGR162W TIF4631 SGDID_S000003394_ Chr VII from 824059-826917_ Genome Release 64-5-1_ Verified ORF_ ""Translation initiation factor eIF4G and scaffold protein; subunit of the mRNA cap-binding protein complex _eIF4F_ with eIF4E _Cdc33p_ and eIF4A _Tif1p/Tif2p_; stimulates the ATPase and helicase activities of eIF4A synergistically with eIF4G; required with eIF4E for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex _PIC_ assembly; association with Pab1p mediates poly_A_ tail-stimulated translation; role in assembly of PET region in biogenesis of 60S ribosomal subunit""	OG0000487
GWK60_F00803	protein_coding	CAGL0F00979g	QNG13360.1	YOL043C	NTG2	S000005403	QNG13360.1 uncharacterized protein GWK60_F00803 [Nakaseomyces glabratus]	YOL043C NTG2 SGDID_S000005403_ Chr XV from 249534-248392_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""DNA N-glycosylase and apurinic/apyrimidinic _AP_ lyase; involved in base excision repair_ localizes to the nucleus; sumoylated; NTG2 has a paralog_ NTG1_ that arose from the whole genome duplication""	OG0000488
GWK60_H06215	protein_coding	CAGL0H06303g	QNG14411.1	YAL015C	NTG1	S000000013	QNG14411.1 uncharacterized protein GWK60_H06215 [Nakaseomyces glabratus]	YAL015C NTG1 SGDID_S000000013_ Chr I from 128102-126903_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""DNA N-glycosylase and apurinic/apyrimidinic _AP_ lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog_ NTG2_ that arose from the whole genome duplication""	OG0000488
GWK60_C00979	protein_coding	CAGL0C01397g	QNG12571.1	YIL107C	PFK26	S000001369	QNG12571.1 uncharacterized protein GWK60_C00979 [Nakaseomyces glabratus]	YIL107C PFK26 SGDID_S000001369_ Chr IX from 165761-163278_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2_6-bisphosphatase activity; transcriptional regulation involves protein kinase A""	OG0000489
GWK60_L14553	protein_coding	CAGL0L10582g	QNG16584.1	YMR196W	YMR196W	S000004809	QNG16584.1 uncharacterized protein GWK60_L14553 [Nakaseomyces glabratus]	YMR196W YMR196W SGDID_S000004809_ Chr XIII from 655076-658342_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm; YMR196W is not an essential gene""	OG0000490
GWK60_A01309	protein_coding	CAGL0A01474g	QNG12165.1	YGL028C	SCW11	S000002996	QNG12165.1 uncharacterized protein GWK60_A01309 [Nakaseomyces glabratus], QNG13167.1 uncharacterized protein GWK60_E02695 [Nakaseomyces glabratus]	YGL028C SCW11 SGDID_S000002996_ Chr VII from 442909-441281_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on its regulation by Ste12p""	OG0000491
GWK60_E02695	protein_coding	CAGL0E02915g	QNG13167.1	YGL028C	SCW11	S000002996	QNG12165.1 uncharacterized protein GWK60_A01309 [Nakaseomyces glabratus], QNG13167.1 uncharacterized protein GWK60_E02695 [Nakaseomyces glabratus]	YGL028C SCW11 SGDID_S000002996_ Chr VII from 442909-441281_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on its regulation by Ste12p""	OG0000491
GWK60_K12023	protein_coding	CAGL0K12254g	QNG15920.1	YBR105C	VID24	S000000309	QNG15920.1 uncharacterized protein GWK60_K12023 [Nakaseomyces glabratus]	YBR105C VID24 SGDID_S000000309_ Chr II from 451969-450881_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1_6-bisphosphatase _FBPase_ targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase; peripheral membrane protein located at Vid _vacuole import and degradation_ vesicles""	OG0000492
GWK60_A04103	protein_coding	CAGL0A04213g	QNG12284.1	YBL051C	PIN4	S000000147	QNG12284.1 uncharacterized protein GWK60_A04103 [Nakaseomyces glabratus]	YBL051C PIN4 SGDID_S000000147_ Chr II from 124759-122753_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in G2/M phase progression and response to DNA damage; interacts with Rad53p; contains an RNA recognition motif_ a nuclear localization signal_ and several SQ/TQ cluster domains; hyperphosphorylated in response to DNA damage""	OG0000493
GWK60_M01155	STE12	CAGL0M01254g	QNG16758.1	YHR084W	STE12	S000001126	QNG16758.1 STE12 [Nakaseomyces glabratus]	YHR084W STE12 SGDID_S000001126_ Chr VIII from 274174-276240_ Genome Release 64-5-1_ Verified ORF_ ""Transcription factor that is activated by a MAPK signaling cascade; activates genes involved in mating or pseudohyphal/invasive growth pathways; cooperates with Tec1p transcription factor to regulate genes specific for invasive growth""	OG0000494
GWK60_M06061	protein_coding	CAGL0M06105g	QNG16974.1	YBR170C	NPL4	S000000374	QNG16974.1 uncharacterized protein GWK60_M06061 [Nakaseomyces glabratus]	YBR170C NPL4 SGDID_S000000374_ Chr II from 578086-576344_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; K48-specific Ub chain binding receptor that assists Cdc48p in the dislocation of misfolded_ polyubiquitinated ERAD substrates destined for proteasomal degradation; role in regulated destruction of ER membrane proteins_ like HMG-CoA reductase _Hmg1/2p__ cytosolic proteins _Fbp1p_ and mislocalized proteins _Cse4p_; mobilizes membrane-bound transcription factors by regulated Ub/proteasome-dependent processing; contains a UBX domain""	OG0000496
GWK60_M11825	protein_coding	CAGL0M11880g	QNG17226.1	YCR044C	PER1	S000000640	QNG17226.1 uncharacterized protein GWK60_M11825 [Nakaseomyces glabratus]	YCR044C PER1 SGDID_S000000640_ Chr III from 207950-206877_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of the endoplasmic reticulum; required for GPI-phospholipase A2 activity that remodels the GPI anchor as a prerequisite for association of GPI-anchored proteins with lipid rafts; functionally complemented by human ortholog PERLD1""	OG0000497
GWK60_M12925	protein_coding	CAGL0M13013g	QNG17275.1	YKL055C	OAR1	S000001538	QNG17275.1 uncharacterized protein GWK60_M12925 [Nakaseomyces glabratus]	YKL055C OAR1 SGDID_S000001538_ Chr XI from 336157-335321_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase; may comprise a type II mitochondrial fatty acid synthase along with Mct1p; human homolog CBR4 complements yeast null mutant""	OG0000498
GWK60_J08129	protein_coding	CAGL0J08272g	QNG15232.1	YNL274C	GOR1	S000005218	QNG15232.1 uncharacterized protein GWK60_J08129 [Nakaseomyces glabratus]	YNL274C GOR1 SGDID_S000005218_ Chr XIV from 122170-121118_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Glyoxylate reductase; null mutation results in increased biomass after diauxic shift; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress""	OG0000499
GWK60_L08503	protein_coding	CAGL0L06710g	QNG16322.1	YBR147W	RTC2	S000000351	QNG16322.1 uncharacterized protein GWK60_L08503 [Nakaseomyces glabratus]	YBR147W RTC2 SGDID_S000000351_ Chr II from 536575-537465_ Genome Release 64-5-1_ Verified ORF_ ""Putative vacuolar membrane transporter for cationic amino acids; likely contributes to amino acid homeostasis by exporting cationic amino acids from the vacuole; positive regulation by Lys14p suggests that lysine may be the primary substrate; member of the PQ-loop family_ with seven transmembrane domains; similar to mammalian PQLC2 vacuolar transporter; RTC2 has a paralog_ YPQ1_ that arose from the whole genome duplication""	OG0000500
GWK60_I03179	protein_coding	CAGL0I07689g	QNG14743.1	YOL092W	YPQ1	S000005452	QNG14743.1 uncharacterized protein GWK60_I03179 [Nakaseomyces glabratus]	YOL092W YPQ1 SGDID_S000005452_ Chr XV from 144204-145130_ Genome Release 64-5-1_ Verified ORF_ ""Putative vacuolar membrane transporter for cationic amino acids; likely contributes to amino acid homeostasis by exporting cationic amino acids from the vacuole; member of the PQ-loop family_ with seven transmembrane domains; similar to mammalian PQLC2 vacuolar transporter; YPQ1 has a paralog_ RTC2_ that arose from the whole genome duplication""	OG0000500
