sample,track_name,track_source,chromosome,position,read_count,strand,source_file,displayed_region_start,displayed_region_end,gene_start,gene_end,in_display_region,in_gene,region_class
yH298-parent-pool1,yH298-parent-pool1,raw,CP048236.1,393169,37,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool1/yH298-parent-pool1_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool1,yH298-parent-pool1,raw,CP048236.1,394999,5,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool1/yH298-parent-pool1_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-parent-pool1,yH298-parent-pool1,raw,CP048236.1,395170,109,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool1/yH298-parent-pool1_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-parent-pool1,yH298-parent-pool1,raw,CP048236.1,395344,649,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool1/yH298-parent-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool1,yH298-parent-pool1,raw,CP048236.1,395541,54,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool1/yH298-parent-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392754,318,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392802,520,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392816,27,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392849,26,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392966,1,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,393747,22,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,394102,23,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,394454,388,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,394741,272,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,395543,78,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,395670,159,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,395694,224,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,395984,47,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,396138,33,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,396151,45,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392790,372,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392809,597,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392856,1851,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392860,42,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392962,317,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,392964,169,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,393169,12,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,394999,2,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,395170,46,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,395344,193,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,395519,352,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,395541,24,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048236.1,395562,228,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,392802,1,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,392849,19,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,392860,267,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,395670,1,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,392790,1,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,392809,3412,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,392856,954,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,394347,1119,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,394841,1063,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH299-parent-pool3,yH299-parent-pool3,raw,CP048236.1,395973,146,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH299-parent-pool4,yH299-parent-pool4,raw,CP048236.1,394454,2,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH299-parent-pool4,yH299-parent-pool4,raw,CP048236.1,395055,338,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH299-parent-pool4,yH299-parent-pool4,raw,CP048236.1,396037,964,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH299-parent-pool4,yH299-parent-pool4,raw,CP048236.1,392856,3554,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH299-parent-pool4,yH299-parent-pool4,raw,CP048236.1,395049,1164,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH299-parent-pool4,yH299-parent-pool4,raw,CP048236.1,395824,851,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH299-parent-pool4,yH299-parent-pool4,raw,CP048236.1,396044,1876,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,392754,15,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,392793,5,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,394102,134,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,394741,443,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,395543,257,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,395555,130,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,395670,637,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,395694,567,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,396127,12,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,396151,629,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,392790,290,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,392856,5229,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,392964,1,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,395344,1,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048236.1,395715,12,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,392790,374,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,392802,195,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,392849,100,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,392957,1,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,394454,874,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,395233,61,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,True,gene_body
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,395532,344,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,395543,36,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,395694,1,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,395817,76,W,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,False,right_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048236.1,392835,1,C,/Volumes/rdss_bhe2/User/Joshua-Ayelazuno/Repositories /ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,392627,396330,393627,395330,True,False,left_flank
