sample,track_name,track_source,chromosome,position,read_count,strand,source_file,displayed_region_start,displayed_region_end,gene_start,gene_end,in_display_region,in_gene,region_class
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,913058,577,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,913894,1,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,True,gene_body
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,915966,374,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,912327,91,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,912424,130,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,912464,3,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,912478,113,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,912675,1212,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,912699,108,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,913723,1,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,True,gene_body
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,915077,71,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,right_flank
yH298-parent-pool2,yH298-parent-pool2,raw,CP048235.1,915092,596,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-parent-pool2/yH298-parent-pool2_hits.txt,912126,916018,913126,915018,True,False,right_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048235.1,912471,980,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048235.1,915912,526,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,912126,916018,913126,915018,True,False,right_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048235.1,912478,50,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-parent-pool3,yH299-parent-pool3,raw,CP048235.1,912683,1,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool3/yH299-parent-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-parent-pool4,yH299-parent-pool4,raw,CP048235.1,912471,24,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-parent-pool4,yH299-parent-pool4,raw,CP048235.1,912504,1,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-parent-pool4,yH299-parent-pool4,raw,CP048235.1,912810,1326,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-parent-pool4,yH299-parent-pool4,raw,CP048235.1,912424,1,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-parent-pool4,yH299-parent-pool4,raw,CP048235.1,912478,8,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-parent-pool4/yH299-parent-pool4_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912471,29,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912643,1009,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912668,32,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912808,37,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,913044,7,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,913124,437,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,913142,200,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,True,gene_body
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912424,46,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912478,1062,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912675,819,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912705,936,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912815,2,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912847,420,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1,raw,CP048235.1,912901,537,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool1/yH298-H2O2-treated-facs-pool1_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912449,1,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912471,50,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912654,1,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912676,59,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,913394,212,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,True,gene_body
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,914657,370,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,True,gene_body
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912134,1561,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912424,1356,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912425,236,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912478,1791,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912511,1012,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912675,3290,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912699,1,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH298-H2O2-treated-facs-pool2,yH298-H2O2-treated-facs-pool2,raw,CP048235.1,912847,53,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH298-H2O2-treated-facs-pool2/yH298-H2O2-treated-facs-pool2_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912471,357,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912504,18,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912535,242,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912595,15,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912643,516,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912650,128,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912652,658,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912676,329,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912692,59,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912808,171,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912810,397,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,913057,323,W,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912424,781,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912472,42,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912478,1018,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912499,26,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912511,265,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912547,267,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912586,294,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912650,283,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912675,1,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912815,1350,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3,raw,CP048235.1,912993,214,C,/Users/joshuaayelazuno/Desktop/ytab/output/projects/H2O2_screen_v1/create_hit_file/yH299-H2O2-treated-facs-pool3/yH299-H2O2-treated-facs-pool3_hits.txt,912126,916018,913126,915018,True,False,left_flank
