feature_id,mean_log2FC,median_log2FC,sd_log2FC,mean_z,max_abs_z,n_pairs,n_enriched_pairs,n_depleted_pairs,pools_enriched,pools_depleted,final_call,standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_K02299,-6.046231967079779,-6.932251398403774,3.327115226898082,-1.9545642661998375,3.181126661336143,4,0,0,,,none,GWK60_K02299,GWK60_K02299,ORF,CP048240.1,223073,224827,C,1755,2,0.00113960113960113,0.0942205942205942,0.0775682388847439,1105,0.62962962962963,0.629629518506136,-15.622504373271,2,483,1464,0.834188034188034,877.5,82.6785714285714,NA
GWK60_L09295,-6.036731200680343,-6.790719239828098,2.6169566982037744,-2.15944857084885,3.6237303263147878,4,0,1,,1,single_pool_depleted,GWK60_L09295,GWK60_L09295,ORF,CP048241.1,956397,957845,C,1449,4,0.00276052449965493,0.475691232397985,0.356854704449468,578,0.398895790200138,0.39889428871949,-14.9101905548416,1,445,649,0.447895100069013,362.25,172.31914893617,NA
GWK60_F03597,-6.022659873880791,-6.919584474105168,3.2136030001366365,-1.914401282686725,4.069787779853697,4,0,1,,1,single_pool_depleted,GWK60_F03597,GWK60_F03597,ORF,CP048235.1,392514,394640,C,2127,5,0.00235072872590503,0.274878545682495,0.166655701990715,1185,0.557122708039492,0.557122705656645,-14.2375868623685,5,1263,2039,0.958627174424071,425.4,116.933333333333,NA
GWK60_I01617,-6.009825752103609,-6.087990916491826,2.502527810247899,-2.228117533668292,3.6782711438099445,4,0,2,,1;2,consistently_depleted,GWK60_I01617,PIR4,ORF,CP048238.1,189760,190461,W,702,2,0.00284900284900284,0.201226309921962,0.192366581062525,314,0.447293447293447,0.444358668598175,-15.004149210007,2,742,694,0.988603988603989,351,70.6304347826087,NA
GWK60_I02035,-5.929389282746028,-6.870723209798017,4.45086370074253,-1.9471166226573924,3.917471150917357,4,0,1,,2,single_pool_depleted,GWK60_I02035,GWK60_I02035,ORF,CP048238.1,234993,235823,W,831,1,0.00120336943441636,0.245404373625462,0.0635727207442004,546,0.657039711191336,0.65584735889302,-17.9867787588679,1,93,823,0.990373044524669,831,203.931034482759,NA
GWK60_K05687,-5.928112127957775,-7.425208284012105,4.020645304221252,-2.181913860061142,4.081253140382486,4,0,1,,2,single_pool_depleted,GWK60_K05687,GWK60_K05687,ORF,CP048240.1,576322,577803,C,1482,1,0.00067476383265856,0.0460306284104911,0.0686663340684301,1423,0.960188933873144,0.960186335507513,-15.5079446090081,0,0,1084,0.731443994601889,1482,68.2173913043478,NA
GWK60_K09053,-5.898578742554951,-6.639239782111513,4.584281393050683,-2.0179329681253253,4.472580037222996,4,0,1,,2,single_pool_depleted,GWK60_K09053,GWK60_K09053,ORF,CP048240.1,919976,920755,W,780,1,0.00128205128205128,0.156657669815565,0.101675991310968,569,0.729487179487179,0.72728528347595,-16.8271220928794,1,209,707,0.906410256410256,780,122.19298245614,NA
GWK60_C01287,-5.897721258229042,-6.019657624437057,2.2300747453652443,-1.9079716446536814,3.8272730961516457,4,0,1,,2,single_pool_depleted,GWK60_C01287,GWK60_C01287,ORF,CP048232.1,176456,179692,W,3237,2,0.00061785603954278,0.0364377981286292,0.0361176756728136,2120,0.654927401915354,0.654927401915311,-14.6017883962309,1,53,2986,0.92245906703738,1618.5,58.9745762711864,NA
GWK60_K09977,-5.863366442879651,-6.675283949935748,3.670118086538422,-2.3522445600580744,4.085437792963152,4,0,2,,1;2,consistently_depleted,GWK60_K09977,GWK60_K09977,ORF,CP048240.1,998556,999569,C,1014,2,0.0019723865877712,0.379374471682164,0.545732388076365,847,0.835305719921105,0.835062184725199,-14.3294793159996,2,1185,952,0.938856015779093,507,192.342857142857,NA
GWK60_M03201,-5.861999272370353,-5.796021523071248,2.8907721197232696,-1.8230915242959496,3.643054135229778,4,0,1,,2,single_pool_depleted,GWK60_M03201,GWK60_M03201,ORF,CP048242.1,386679,387677,W,999,1,0.001001001001001,0.109976643309977,0.00947160011970999,544,0.544544544544545,0.544360096790129,-19.8409278924045,1,25,985,0.985985985985986,999,109.866666666667,NA
GWK60_L11781,-5.805884671253678,-6.811449830092734,4.3564183632228035,-1.8705539245682383,2.8327471501273194,4,0,0,,,none,GWK60_L11781,GWK60_L11781,ORF,CP048241.1,1223249,1226515,W,3267,3,0.00091827364554637,0.0586547291092746,0.0116833334910138,1845,0.564738292011019,0.564738292010992,-16.2194395156582,3,319,2459,0.752678298132844,1089,63.875,NA
GWK60_K07799,-5.800478562261156,-7.403253447539725,4.342154556976393,-2.0061070577606426,3.849759435667927,4,0,1,,1,single_pool_depleted,GWK60_K07799,GWK60_K07799,ORF,CP048240.1,798056,799654,C,1599,2,0.00125078173858661,0.269751928288514,0.506083263691725,1486,0.929330831769856,0.929330051238816,-14.5640876870456,2,1007,1540,0.963101938711695,799.5,215.666666666667,NA
GWK60_J09229,-5.791082697585476,-5.583743720705426,3.410510329128352,-1.7172900148595744,3.1502242077335083,4,0,0,,,none,GWK60_J09229,GWK60_J09229,ORF,CP048239.1,967309,967755,C,447,2,0.00447427293064876,0.902460850111857,0.450682384959768,308,0.68903803131991,0.635301171320258,-15.6740888708359,2,466,350,0.782997762863535,223.5,201.7,NA
GWK60_L02497,-5.7668646102136005,-7.280187015265696,3.887836647373651,-1.9690838498684318,3.071534632531082,4,0,0,,,none,GWK60_L02497,GWK60_L02497,ORF,CP048241.1,242960,243295,C,336,1,0.00297619047619047,1.19625350140056,1.86591786433917,248,0.738095238095238,0.587346443552218,-15.8066579903197,1,425,311,0.925595238095238,336,401.941176470588,NA
GWK60_K05115,-5.7447692863396655,-7.011791694530816,4.621469293481101,-2.0215843989826197,3.981767858755191,4,0,1,,1,single_pool_depleted,GWK60_K05115,SRO7,ORF,CP048240.1,522118,525264,W,3147,2,0.00063552589768033,0.0628005507891113,0.235182307053928,2032,0.645694312043216,0.645694312043113,-14.0178056544886,2,1471,2932,0.931680965999364,1573.5,98.8166666666667,NA
GWK60_J00935,-5.740227627477714,-6.855923076486696,4.253185428162014,-1.9354853104695158,3.5178923368494157,4,0,1,,1,single_pool_depleted,GWK60_J00935,GWK60_J00935,ORF,CP048239.1,117472,118251,C,780,2,0.00256410256410256,0.201263994221741,0.153984915968158,703,0.901282051282051,0.898561606825295,-14.4525793718287,1,1086,529,0.678205128205128,390,78.4929577464789,NA
GWK60_L06787,-5.732749241713636,-5.822698042809696,2.2453221441779623,-1.6953892917739197,2.7555694264656676,4,0,0,,,none,GWK60_L06787,GWK60_L06787,ORF,CP048241.1,696579,699419,W,2841,4,0.00140795494544174,0.102156429107476,0.0198370769580289,1208,0.425202393523407,0.425202393521966,-16.3564922676373,4,290,2803,0.986624428018303,710.25,72.5566037735849,NA
GWK60_E01023,-5.7288197305962445,-6.277801308469393,3.471106595655828,-1.728852695436105,3.630009131282761,4,0,1,,1,single_pool_depleted,GWK60_E01023,CTH2,ORF,CP048234.1,130627,131985,W,1359,2,0.00147167034584253,0.0730245107266515,0.0749402789678869,891,0.655629139072848,0.655623069177809,-14.5441881296079,1,20,831,0.611479028697572,679.5,49.6201550387597,NA
GWK60_C00891,-5.7067947740626845,-6.103523344066062,2.0298187999858492,-1.5015714835420917,1.8996736470395355,4,0,0,,,none,GWK60_C00891,GWK60_C00891,ORF,CP048232.1,137693,138142,W,450,1,0.00222222222222222,0.307816091954023,0.0642257010331014,421,0.935555555555556,0.864586013802348,-18.0178056544886,1,91,427,0.948888888888889,450,138.51724137931,NA
GWK60_K10417,-5.704782931272522,-6.93389795970387,4.406624509722962,-2.0544932777688847,3.948196957384645,4,0,1,,2,single_pool_depleted,GWK60_K10417,GWK60_K10417,ORF,CP048240.1,1041467,1044523,C,3057,5,0.00163559044815178,0.187835880181317,0.083943890641781,2764,0.904154399738306,0.904154399737952,-14.4512551908813,5,1089,2577,0.842983316977429,611.4,114.842857142857,NA
GWK60_J00869,-5.693038291259382,-7.257541184321469,3.8430361512957716,-1.522392445067319,2.7909501705844826,4,0,0,,,none,GWK60_J00869,GWK60_J00869,ORF,CP048239.1,114811,115185,C,375,0,0,0,0,375,1,0.851952801968311,-24.5413676105456,0,0,0,0,9999,85.2692307692308,NA
GWK60_L13013,-5.684978220375079,-6.361613741456663,4.3208672055597805,-1.7958591046664547,4.3184459516056375,4,0,1,,2,single_pool_depleted,GWK60_L13013,GWK60_L13013,ORF,CP048241.1,1355061,1356377,W,1317,12,0.00911161731207289,0.218840943911672,0.0555624488487623,390,0.296127562642369,0.296123390075073,-14.0625979910698,8,1155,1057,0.802581624905087,109.75,24.017793594306,NA
GWK60_M01969,-5.635024559056184,-7.034498367893526,3.4338341169074083,-2.0576325709188925,3.4570297154752425,4,0,0,,,none,GWK60_M01969,GWK60_M01969,ORF,CP048242.1,259089,259958,C,870,3,0.00344827586206896,0.354512105649303,0.327202996734249,360,0.413793103448276,0.413284386777402,-15.1728611490379,3,660,820,0.942528735632184,290,102.808510638298,NA
GWK60_B03025,-5.631754697357015,-6.99323812292176,4.433130672610697,-1.8777012938437632,2.9661464138380436,4,0,0,,,none,GWK60_B03025,GWK60_B03025,ORF,CP048231.1,315669,316625,C,957,1,0.00104493207941483,0.106431388411366,0.143776060691666,676,0.70637408568443,0.706010001657931,-15.9867787588679,0,0,0,0,957,101.854838709677,NA
GWK60_D02211,-5.628696078626967,-6.029896950890602,3.609755057601948,-1.8676320202696197,2.8623976296789424,4,0,0,,,none,GWK60_D02211,GWK60_D02211,ORF,CP048233.1,256360,258489,C,2130,4,0.00187793427230046,0.223856131137105,0.263243836877474,1401,0.657746478873239,0.657746476143162,-13.5512636466881,4,2033,2056,0.965258215962441,532.5,119.203389830508,NA
GWK60_L00165,-5.59965815787794,-7.37287772442739,3.73815091369738,-2.011348679031281,3.2962186928315487,4,0,0,,,none,GWK60_L00165,GWK60_L00165,ORF,CP048241.1,27726,28229,W,504,1,0.00198412698412698,0.243022115213126,0.445563359862869,382,0.757936507936508,0.723335818968933,-15.5385525949385,1,512,499,0.990079365079365,504,122.483146067416,NA
GWK60_B00671,-5.579966171698443,-6.0204103345266535,4.295999087466492,-1.5042184374298861,2.8840090591786267,4,0,1,,4,single_pool_depleted,GWK60_B00671,GWK60_B00671,ORF,CP048231.1,77470,77961,C,492,0,0,0,0,492,1,0.948826299082908,-24.5413676105456,0,0,403,0.819105691056911,9999,68.3928571428571,NA
GWK60_J00187,-5.571819871951458,-6.389921250411778,4.0116342733239545,-1.4170379620978364,2.3250777740454294,4,0,0,,,none,GWK60_J00187,GWK60_J00187,ORF,CP048239.1,38464,40158,W,1695,0,0,0,0,1695,1,0.999999678413836,-24.5413676105456,0,0,0,0,9999,77.6,NA
GWK60_J09757,-5.552351205220389,-6.122569436371183,3.7902137611328026,-2.1874186428743334,4.379392966674842,4,0,1,,2,single_pool_depleted,GWK60_J09757,AQR1,ORF,CP048239.1,1016677,1018455,W,1779,2,0.00112422709387296,0.100471686585038,0.0875723407007092,1004,0.564362001124227,0.564361922772633,-15.4276254444964,2,553,1652,0.928611579539067,889.5,89.3695652173913,NA
GWK60_F05313,-5.548812842044299,-7.081554036249243,3.729945886263816,-1.9442975114403116,3.28250959432572,4,0,0,,,none,GWK60_F05313,GWK60_F05313,ORF,CP048235.1,587664,588710,W,1047,3,0.00286532951289398,0.482477407978841,0.143249962539716,497,0.47468958930277,0.474590084418583,-16.2104507324309,2,317,315,0.300859598853868,349,168.384615384615,NA
GWK60_H03047,-5.536083191738161,-7.007807372056504,3.737996228746237,-1.875702117810167,3.1049041473774497,4,0,0,,,none,GWK60_H03047,GWK60_H03047,ORF,CP048237.1,314233,316584,W,2352,2,0.00085034013605442,0.188023286237572,0.131545330904796,1336,0.568027210884354,0.568027210628288,-15.7502047219905,2,442,2344,0.996598639455782,1176,221.115384615385,NA
GWK60_J04895,-5.523644248790321,-5.612575562009219,0.9856653342403263,-1.7001501640960615,2.611945043307105,4,0,0,,,none,GWK60_J04895,GWK60_J04895,ORF,CP048239.1,505392,507353,W,1962,2,0.00101936799184505,0.0740164826621054,0.0376785275046186,1614,0.82262996941896,0.822629951098527,-16.6165551069398,1,159,1285,0.654943934760449,981,72.6101694915254,NA
GWK60_K06853,-5.520223950994751,-6.829737912964893,3.784596680465404,-1.839376022083821,3.142812369524215,4,0,0,,,none,GWK60_K06853,GWK60_K06853,ORF,CP048240.1,693229,695439,W,2211,1,0.00045228403437358,0.0659154818791418,0.0937703876360882,1244,0.562641338760742,0.562641337721852,-15.6864992272853,0,0,315,0.14246947082768,2211,145.739130434783,NA
GWK60_G03311,-5.512854480502069,-6.292499350582238,5.275601983712255,-1.7769043512192488,3.167243845858715,4,0,1,,4,single_pool_depleted,GWK60_G03311,GWK60_G03311,ORF,CP048236.1,352584,355925,C,3342,1,0.00029922202274087,0.0354919315044043,0.0851024212659231,1710,0.511669658886894,0.511669658886883,-14.7931747609561,1,859,3310,0.990424895272292,3342,118.614035087719,NA
GWK60_K08239,-5.505402756728463,-6.764129354791583,3.760817373395012,-2.0010931433853223,3.8325177913098387,4,0,1,,2,single_pool_depleted,GWK60_K08239,GWK60_K08239,ORF,CP048240.1,855953,856645,W,693,2,0.00288600288600288,0.33812782199879,0.146938387396793,485,0.6998556998557,0.694834476233187,-16.4380798021335,2,274,574,0.828282828282828,346.5,117.161290322581,NA
GWK60_A04279,-5.499840767429959,-6.978654027442724,3.71649916946926,-2.0446853067838506,3.539351807059576,4,0,1,,2,single_pool_depleted,GWK60_A04279,GWK60_A04279,ORF,CP048230.1,446598,446960,C,363,2,0.00550964187327823,0.351547246516355,0.218818716260496,255,0.702479338842975,0.587391895008384,-15.1706802037383,1,14,316,0.870523415977961,181.5,63.8058252427184,NA
GWK60_L08921,-5.497609233855558,-7.2087765492955835,3.669111585537004,-1.9098963679000855,3.0384806770417194,4,0,0,,,none,GWK60_L08921,GWK60_L08921,ORF,CP048241.1,905937,907703,W,1767,1,0.00056593095642331,0.044158481824096,0.0496684279951463,1452,0.821731748726655,0.82173162009867,-15.8939091840906,1,400,1711,0.968307866440294,1767,78.0280373831776,NA
GWK60_K09493,-5.489448118155639,-5.0787152238200335,2.3776720063055663,-1.5452086936062401,2.140389712878332,4,0,0,,,none,GWK60_K09493,FPR1,ORF,CP048240.1,957194,957538,W,345,2,0.00579710144927536,0.817888198757764,0.148260726591653,296,0.857971014492754,0.694955178143384,-18.5413676105456,2,63,337,0.976811594202898,172.5,141.085714285714,NA
GWK60_H01551,-5.4780499004827945,-6.965119621940257,3.7184646237984476,-1.9009849082525307,3.5012313041270158,4,0,1,,1,single_pool_depleted,GWK60_H01551,GWK60_H01551,ORF,CP048237.1,174879,175208,C,330,1,0.00303030303030303,0.592704826038159,1.29255244755245,238,0.721212121212121,0.566753715042815,-15.1025757579673,1,693,176,0.533333333333333,330,195.592592592593,NA
