RDF,1
standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,reads,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_A00363,GWK60_A00363,ORF,CP048230.1,65791,68151,C,2361,1,1,0.00042354934349851756,0.20192714951291824,0.17949079956703845,1957,0.8288860652265989,0.8288860648850986,-12.097373768990222,0,0,0,0,0.0,2361.0,476.75
GWK60_A00385,PMA1,ORF,CP048230.1,69666,72374,C,2709,0,0,0.0,0.0,0.0,2709,1.0,0.9999999999873073,-13.097373768990222,0,0,0,0,0.0,9999,361.5
GWK60_A00407,GWK60_A00407,ORF,CP048230.1,73476,76844,W,3369,2,2,0.0005936479667557139,0.19524422017743479,0.1597452710542648,2204,0.6542000593647966,0.6542000593647853,-11.512411268269066,0,0,0,0,0.0,1684.5,328.8888888888889
GWK60_A00429,GWK60_A00429,ORF,CP048230.1,77062,77871,C,810,0,0,0.0,0.0,0.0,810,1.0,0.9977621514787236,-13.097373768990222,0,0,0,0,0.0,9999,327.42105263157896
GWK60_A00451,GWK60_A00451,ORF,CP048230.1,78356,79594,C,1239,10,18,0.008071025020177562,3.0181385667558724,4.3008474576271185,525,0.423728813559322,0.4237157892416393,-8.849446255546637,0,0,0,0,0.0,123.9,373.94736842105266
GWK60_A00473,GWK60_A00473,ORF,CP048230.1,79931,81871,W,1941,2,2,0.0010303967027305513,0.3317304940179747,0.2596151692314585,1406,0.7243688820195775,0.7243688621177553,-11.512411268269066,0,0,0,0,0.0,970.5,321.94444444444446
GWK60_A00495,GWK60_A00495,ORF,CP048230.1,81926,83848,C,1923,0,0,0.0,0.0,0.0,1923,1.0,0.9999999671068047,-13.097373768990222,0,0,0,0,0.0,9999,368.0
GWK60_A00517,GWK60_A00517,ORF,CP048230.1,84469,85122,W,654,0,0,0.0,0.0,0.0,654,1.0,0.9894393119633768,-13.097373768990222,0,0,0,0,0.0,9999,380.5
GWK60_A00539,GWK60_A00539,ORF,CP048230.1,85576,85959,W,384,0,0,0.0,0.0,0.0,384,1.0,0.8629487074245404,-13.097373768990222,0,0,0,0,0.0,9999,383.95454545454544
GWK60_A00583,GWK60_A00583,ORF,CP048230.1,87402,88226,W,825,3,5,0.0036363636363636364,1.3404545454545453,1.7872727272727273,669,0.8109090909090909,0.809346684254829,-10.512411268269066,1,0,0,0,0.0,275.0,368.625
GWK60_A00605,GWK60_A00605,ORF,CP048230.1,89315,91915,W,2601,1,1,0.00038446751249519417,0.14298987568883764,0.10399263686460919,2156,0.8289119569396386,0.8289119569086575,-12.097373768990222,0,0,0,0,0.0,2601.0,371.9166666666667
GWK60_A00627,GWK60_A00627,ORF,CP048230.1,94544,94834,W,291,1,1,0.003436426116838488,1.3701030927835052,0.9448986846782794,226,0.7766323024054983,0.5537389580137995,-12.097373768990222,0,0,0,0,0.0,291.0,398.7
GWK60_A00649,GWK60_A00649,ORF,CP048230.1,95979,97628,W,1650,8,9,0.0048484848484848485,2.020542264752791,1.5424675324675325,479,0.2903030303030303,0.29030288388944936,-9.775445674102858,0,0,0,0,0.0,206.25,416.7368421052632
GWK60_A00671,GWK60_A00671,ORF,CP048230.1,98790,102578,W,3789,12,15,0.003167062549485352,1.5723247457214202,1.419459839887393,1240,0.3272631301134864,0.32726313011348634,-9.097373768990222,0,0,0,0,0.0,315.75,496.46153846153845
GWK60_A00693,GWK60_A00693,ORF,CP048230.1,102637,106125,C,3489,0,0,0.0,0.0,0.0,3489,1.0,0.9999999999999949,-13.097373768990222,0,0,0,0,0.0,9999,418.46153846153845
GWK60_A00715,GWK60_A00715,ORF,CP048230.1,106542,107636,W,1095,1,1,0.0009132420091324201,0.36362252663622524,0.2424150177574835,864,0.7890410958904109,0.7889387412186751,-12.097373768990222,0,0,0,0,0.0,1095.0,398.1666666666667
GWK60_A00737,GWK60_A00737,ORF,CP048230.1,107762,108751,C,990,0,0,0.0,0.0,0.0,990,1.0,0.9996293938593735,-13.097373768990222,0,0,0,0,0.0,9999,393.6666666666667
GWK60_A00759,EST2,ORF,CP048230.1,109052,111607,W,2556,2,2,0.000782472613458529,0.4823943661971831,0.4823943661971831,2351,0.9197965571205008,0.9197965570665851,-11.512411268269066,0,0,0,0,0.0,1278.0,616.5
GWK60_A00781,GWK60_A00781,ORF,CP048230.1,111705,113963,C,2259,0,0,0.0,0.0,0.0,2259,1.0,0.9999999988574464,-13.097373768990222,0,0,0,0,0.0,9999,392.5
GWK60_A00803,GWK60_A00803,ORF,CP048230.1,114196,118476,W,4281,0,0,0.0,0.0,0.0,4281,1.0,1.0,-13.097373768990222,0,0,0,0,0.0,9999,265.0
GWK60_A00825,GWK60_A00825,ORF,CP048230.1,118583,119263,C,681,0,0,0.0,0.0,0.0,681,1.0,0.9919179913746745,-13.097373768990222,0,0,0,0,0.0,9999,237.95
GWK60_A00847,PEX23B,ORF,CP048230.1,119483,120694,W,1212,0,0,0.0,0.0,0.0,1212,1.0,0.9999597354957637,-13.097373768990222,0,0,0,0,0.0,9999,246.10526315789474
GWK60_A00869,GWK60_A00869,ORF,CP048230.1,121621,121857,C,237,0,0,0.0,0.0,0.0,237,1.0,0.5914589784327801,-13.097373768990222,0,0,0,0,0.0,9999,246.57894736842104
GWK60_A00891,GWK60_A00891,ORF,CP048230.1,122845,123504,W,660,9,14,0.013636363636363636,2.9267676767676765,3.724977043158862,316,0.47878787878787876,0.4740230766819064,-9.190483173381704,1,0,0,0,0.0,73.33333333333333,214.62962962962962
GWK60_A00913,GWK60_A00913,ORF,CP048230.1,123980,125215,W,1236,0,0,0.0,0.0,0.0,1236,1.0,0.9999683265470388,-13.097373768990222,0,0,0,0,0.0,9999,214.03703703703704
GWK60_A00935,GWK60_A00935,ORF,CP048230.1,126050,127501,C,1452,0,0,0.0,0.0,0.0,1452,1.0,0.9999963471528481,-13.097373768990222,0,0,0,0,0.0,9999,219.59259259259258
GWK60_A00957,GWK60_A00957,ORF,CP048230.1,128085,130010,W,1926,0,0,0.0,0.0,0.0,1926,1.0,0.9999999680789456,-13.097373768990222,1,0,0,0,0.0,9999,233.7037037037037
GWK60_A00979,GWK60_A00979,ORF,CP048230.1,130228,131835,C,1608,2,3,0.0012437810945273632,0.26084421641791045,0.3210390355912744,1345,0.8364427860696517,0.8364421440185413,-11.097373768990222,1,0,0,0,0.0,804.0,209.71875
GWK60_A01001,GWK60_A01001,ORF,CP048230.1,132712,132921,W,210,0,0,0.0,0.0,0.0,210,1.0,0.52497918747894,-13.097373768990222,0,0,0,0,0.0,9999,199.07407407407408
GWK60_A01023,GWK60_A01023,ORF,CP048230.1,133262,135667,W,2406,0,0,0.0,0.0,0.0,2406,1.0,0.9999999997372977,-13.097373768990222,0,0,0,0,0.0,9999,261.0769230769231
GWK60_A01045,GWK60_A01045,ORF,CP048230.1,136034,137863,W,1830,0,0,0.0,0.0,0.0,1830,1.0,0.999999916631899,-13.097373768990222,0,0,0,0,0.0,9999,235.82758620689654
GWK60_A01067,GWK60_A01067,ORF,CP048230.1,138245,140797,W,2553,0,0,0.0,0.0,0.0,2553,1.0,0.9999999999395981,-13.097373768990222,0,0,0,0,0.0,9999,314.5
GWK60_A01089,GWK60_A01089,ORF,CP048230.1,140956,141267,W,312,3,4,0.009615384615384616,3.000384615384615,2.564431295200526,176,0.5641025641025641,0.4253269682532528,-10.77544567410286,1,0,0,0,0.0,104.0,312.04
GWK60_A01111,DIP5,ORF,CP048230.1,142280,144121,W,1842,4,5,0.002171552660152009,0.6275787187839306,0.5348682262363044,1297,0.7041259500542888,0.7041258979906011,-10.512411268269066,0,0,0,0,0.0,460.5,289.0
GWK60_A01133,GWK60_A01133,ORF,CP048230.1,147012,147893,W,882,0,0,0.0,0.0,0.0,882,1.0,0.9989094696325389,-13.097373768990222,0,0,0,0,0.0,9999,343.25
GWK60_A01155,GIT1,ORF,CP048230.1,148737,150332,C,1596,1,1,0.0006265664160401002,0.24206349206349206,0.16598639455782313,1532,0.9598997493734336,0.9598989186154279,-12.097373768990222,0,0,0,0,0.0,1596.0,386.3333333333333
GWK60_A01177,EPA10,ORF,CP048230.1,152581,156771,W,4191,1,1,0.00023860653781913624,0.13229406930194332,0.10824060215613544,2184,0.5211166785969935,0.5211166785969935,-12.097373768990222,0,0,0,0,0.0,4191.0,554.4444444444445
GWK60_A01199,PGD1,ORF,CP048230.1,157478,158917,W,1440,0,0,0.0,0.0,0.0,1440,1.0,0.999995881428255,-13.097373768990222,0,0,0,0,0.0,9999,504.6666666666667
GWK60_A01221,EPA9,ORF,CP048230.1,161505,165887,W,4383,1,1,0.00022815423226100844,0.1298197581565138,0.11127407841986897,4252,0.9701117955738079,0.9701117955738079,-12.097373768990222,0,0,0,0,0.0,4383.0,569.0
GWK60_A01243,GWK60_A01243,ORF,CP048230.1,166594,168033,W,1440,0,0,0.0,0.0,0.0,1440,1.0,0.999995881428255,-13.097373768990222,0,0,0,0,0.0,9999,903.375
GWK60_A01265,TRP5,ORF,CP048230.1,168514,170637,W,2124,1,1,0.00047080979284369113,0.42221175978238124,0.37999058380414313,1669,0.7857815442561206,0.7857815407929332,-12.097373768990222,1,0,0,0,0.0,2124.0,896.7777777777778
GWK60_A01287,CWH41,ORF,CP048230.1,170951,173395,W,2445,0,0,0.0,0.0,0.0,2445,1.0,0.9999999998221356,-13.097373768990222,0,0,0,0,0.0,9999,620.8333333333334
GWK60_A01309,GWK60_A01309,ORF,CP048230.1,174356,176077,W,1722,0,0,0.0,0.0,0.0,1722,1.0,0.9999997545076978,-13.097373768990222,0,0,0,0,0.0,9999,548.0625
GWK60_A01353,GWK60_A01353,ORF,CP048230.1,177006,177486,C,318,0,0,0.0,0.0,0.0,318,1.0,0.7649478037637647,-13.097373768990222,0,0,0,0,0.0,9999,503.9375
GWK60_A01375,GWK60_A01375,ORF,CP048230.1,178790,179257,W,468,0,0,0.0,0.0,0.0,468,1.0,0.935836123594826,-13.097373768990222,0,0,0,0,0.0,9999,564.5714285714286
GWK60_A01397,GWK60_A01397,ORF,CP048230.1,179925,180182,W,258,0,0,0.0,0.0,0.0,258,1.0,0.6410674063348171,-13.097373768990222,0,0,0,0,0.0,9999,564.5714285714286
GWK60_A01419,GWK60_A01419,ORF,CP048230.1,180310,181059,C,648,0,0,0.0,0.0,0.0,648,1.0,0.9887935936781571,-13.097373768990222,0,0,0,0,0.0,9999,593.0714285714286
GWK60_A01441,MIG1,ORF,CP048230.1,182472,183746,W,1275,8,10,0.006274509803921568,3.3122029988465975,3.199286987522281,427,0.3349019607843137,0.3348947788290387,-9.637942150352924,0,0,0,0,0.0,159.375,527.8823529411765
GWK60_A01463,GWK60_A01463,ORF,CP048230.1,184908,185264,W,357,0,0,0.0,0.0,0.0,357,1.0,0.8277836082661223,-13.097373768990222,0,0,0,0,0.0,9999,667.8333333333334
GWK60_A01485,GWK60_A01485,ORF,CP048230.1,185977,188061,C,2085,0,0,0.0,0.0,0.0,2085,1.0,0.9999999934904793,-13.097373768990222,0,0,0,0,0.0,9999,677.9230769230769
GWK60_A01507,GWK60_A01507,ORF,CP048230.1,188383,190308,C,1926,2,2,0.0010384215991692627,0.6850615635662365,0.5328256605515173,1827,0.9485981308411215,0.948598100560869,-11.512411268269066,0,0,0,0,0.0,963.0,659.7142857142857
GWK60_A01529,GWK60_A01529,ORF,CP048230.1,190708,191343,W,636,0,0,0.0,0.0,0.0,636,1.0,0.9873828393206613,-13.097373768990222,0,0,0,0,0.0,9999,602.8666666666667
GWK60_A01551,GWK60_A01551,ORF,CP048230.1,192070,193479,W,1410,0,0,0.0,0.0,0.0,1410,1.0,0.9999944405176665,-13.097373768990222,0,0,0,0,0.0,9999,654.1538461538462
GWK60_A01573,GWK60_A01573,ORF,CP048230.1,193738,195555,C,1818,0,0,0.0,0.0,0.0,1818,1.0,0.9999999060027298,-13.097373768990222,0,0,0,0,0.0,9999,813.25
GWK60_A01595,HXT4,ORF,CP048230.1,196148,197854,C,1707,1,1,0.0005858230814294083,0.6471148213239601,0.5176918570591681,1490,0.8728763913298184,0.8728761423668342,-12.097373768990222,0,0,0,0,0.0,1707.0,1104.625
GWK60_A01617,HXT1,ORF,CP048230.1,201317,203008,C,1692,1,1,0.000591016548463357,0.5328282828282829,0.41865079365079366,1625,0.960401891252955,0.960401572995055,-12.097373768990222,0,0,0,0,0.0,1692.0,901.5454545454545
GWK60_A01639,HXT5,ORF,CP048230.1,205137,206903,C,1767,1,1,0.0005659309564233164,0.7139219015280136,0.5711375212224109,1076,0.6089417091114884,0.6089416137921273,-12.097373768990222,0,0,0,0,0.0,1767.0,1261.5
GWK60_A01661,GWK60_A01661,ORF,CP048230.1,209025,211829,C,2805,0,0,0.0,0.0,0.0,2805,1.0,0.9999999999951401,-13.097373768990222,0,0,0,0,0.0,9999,1388.3333333333333
GWK60_A01683,GWK60_A01683,ORF,CP048230.1,212460,214844,C,2385,0,0,0.0,0.0,0.0,2385,1.0,0.9999999996759101,-13.097373768990222,0,0,0,0,0.0,9999,1509.5
GWK60_A01705,GWK60_A01705,ORF,CP048230.1,215685,215951,W,267,0,0,0.0,0.0,0.0,267,1.0,0.6615031592029524,-13.097373768990222,0,0,0,0,0.0,9999,1303.3333333333333
GWK60_A01727,GWK60_A01727,ORF,CP048230.1,216271,227502,W,11232,0,0,0.0,0.0,0.0,11232,1.0,1.0,-13.097373768990222,0,0,0,0,0.0,9999,1266.6666666666667
GWK60_A01771,GWK60_A01771,ORF,CP048230.1,228106,229326,W,1221,0,0,0.0,0.0,0.0,1221,1.0,0.9999632008863909,-13.097373768990222,0,0,0,0,0.0,9999,1263.3333333333333
GWK60_A01793,GWK60_A01793,ORF,CP048230.1,229436,231463,C,2028,0,0,0.0,0.0,0.0,2028,1.0,0.999999988489429,-13.097373768990222,0,0,0,0,0.0,9999,1416.6666666666667
GWK60_A01815,GWK60_A01815,ORF,CP048230.1,231832,232212,C,381,0,0,0.0,0.0,0.0,381,1.0,0.8593618742658659,-13.097373768990222,0,0,0,0,0.0,9999,1551.3333333333333
GWK60_A01837,GWK60_A01837,ORF,CP048230.1,232956,235028,C,2073,0,0,0.0,0.0,0.0,2073,1.0,0.9999999926605359,-13.097373768990222,0,0,0,0,0.0,9999,1691.0
GWK60_A01859,GWK60_A01859,ORF,CP048230.1,236896,239226,W,2331,0,0,0.0,0.0,0.0,2331,1.0,0.9999999994438593,-13.097373768990222,0,0,0,0,0.0,9999,1638.75
GWK60_A01903,GWK60_A01903,ORF,CP048230.1,239787,241808,C,2022,0,0,0.0,0.0,0.0,2022,1.0,0.999999987777655,-13.097373768990222,0,0,0,0,0.0,9999,1659.75
GWK60_A01925,GWK60_A01925,ORF,CP048230.1,242419,244065,W,1647,0,0,0.0,0.0,0.0,1647,1.0,0.9999994802929345,-13.097373768990222,0,0,0,0,0.0,9999,1943.0
GWK60_A01947,GWK60_A01947,ORF,CP048230.1,244279,245421,C,1143,0,0,0.0,0.0,0.0,1143,1.0,0.9999197272442962,-13.097373768990222,0,0,0,0,0.0,9999,1073.875
GWK60_A01969,GWK60_A01969,ORF,CP048230.1,246399,247580,W,1182,0,0,0.0,0.0,0.0,1182,1.0,0.9999456493699554,-13.097373768990222,0,0,0,0,0.0,9999,1462.3333333333333
GWK60_A02013,GWK60_A02013,ORF,CP048230.1,248086,249903,C,1818,0,0,0.0,0.0,0.0,1818,1.0,0.9999999060027298,-13.097373768990222,0,0,0,0,0.0,9999,1911.2
GWK60_A02035,HXT6/7,ORF,CP048230.1,250700,252358,C,1659,1,1,0.0006027727546714888,0.9860501162490312,0.8627938517179023,1289,0.7769740807715492,0.776973722634014,-12.097373768990222,0,0,0,0,0.0,1659.0,1635.857142857143
GWK60_A02057,HXT4/6/7,ORF,CP048230.1,256975,258624,C,1650,0,0,0.0,0.0,0.0,1650,1.0,0.9999994956525918,-13.097373768990222,0,0,0,0,0.0,9999,1295.8
GWK60_A02079,GWK60_A02079,ORF,CP048230.1,263580,264401,W,822,3,3,0.0036496350364963502,3.110857664233577,2.4886861313868613,567,0.6897810218978102,0.6884116024102058,-11.097373768990222,0,0,0,0,0.0,274.0,852.375
GWK60_A02101,GWK60_A02101,ORF,CP048230.1,265990,266844,W,855,1,2,0.0011695906432748538,1.165692007797271,1.8651072124756336,469,0.5485380116959064,0.5477546592137191,-11.512411268269066,0,0,0,0,0.0,855.0,996.6666666666666
GWK60_A02123,HXT3,ORF,CP048230.1,267343,269013,C,1671,0,0,0.0,0.0,0.0,1671,1.0,0.9999995911838974,-13.097373768990222,0,0,0,0,0.0,9999,875.3846153846154
GWK60_A02145,GWK60_A02145,ORF,CP048230.1,270009,270275,W,267,0,0,0.0,0.0,0.0,267,1.0,0.6615031592029524,-13.097373768990222,0,0,0,0,0.0,9999,734.2857142857143
GWK60_A02167,GWK60_A02167,ORF,CP048230.1,271399,272730,C,1332,1,2,0.0007507507507507507,0.5238507738507738,0.8512575075075075,1224,0.918918918918919,0.9189077744753166,-11.512411268269066,0,0,0,0,0.0,1332.0,697.7692307692307
GWK60_A02189,GWK60_A02189,ORF,CP048230.1,273815,274774,W,960,0,0,0.0,0.0,0.0,960,1.0,0.9994997988929205,-13.097373768990222,1,0,0,0,0.0,9999,563.3846153846154
GWK60_A02211,GWK60_A02211,ORF,CP048230.1,275232,276569,C,1338,0,0,0.0,0.0,0.0,1338,1.0,0.9999885784818139,-13.097373768990222,0,0,0,0,0.0,9999,533.3846153846154
GWK60_A02233,YPS7,ORF,CP048230.1,276959,278722,C,1764,0,0,0.0,0.0,0.0,1764,1.0,0.9999998387000499,-13.097373768990222,0,0,0,0,0.0,9999,700.1
GWK60_A02277,GWK60_A02277,ORF,CP048230.1,279298,281022,C,1725,0,0,0.0,0.0,0.0,1725,1.0,0.9999997617630899,-13.097373768990222,0,0,0,0,0.0,9999,959.2222222222222
GWK60_A02299,GWK60_A02299,ORF,CP048230.1,281204,283804,W,2601,2,2,0.0007689350249903883,1.0822760476739717,1.0822760476739717,2158,0.829680891964629,0.8296808919336192,-11.512411268269066,1,0,0,0,0.0,1300.5,1407.5
GWK60_A02321,GWK60_A02321,ORF,CP048230.1,284239,285189,W,951,0,0,0.0,0.0,0.0,951,1.0,0.999452718592235,-13.097373768990222,0,0,0,0,0.0,9999,1433.2
GWK60_A02343,GWK60_A02343,ORF,CP048230.1,285630,286589,W,960,0,0,0.0,0.0,0.0,960,1.0,0.9994997988929205,-13.097373768990222,0,0,0,0,0.0,9999,1356.8
GWK60_A02365,GWK60_A02365,ORF,CP048230.1,286832,288025,C,1194,0,0,0.0,0.0,0.0,1194,1.0,0.9999517950191998,-13.097373768990222,0,0,0,0,0.0,9999,1339.0
GWK60_A02387,GWK60_A02387,ORF,CP048230.1,292062,293201,W,1140,1,1,0.0008771929824561404,1.922514619883041,1.922514619883041,705,0.618421052631579,0.6183698985595524,-12.097373768990222,0,0,0,0,0.0,1140.0,2191.6666666666665
GWK60_A02409,GWK60_A02409,ORF,CP048230.1,293614,296232,W,2619,0,0,0.0,0.0,0.0,2619,1.0,0.9999999999687812,-13.097373768990222,0,0,0,0,0.0,9999,2315.3333333333335
GWK60_A02431,GWK60_A02431,ORF,CP048230.1,296308,296610,C,303,0,0,0.0,0.0,0.0,303,1.0,0.7369158958334202,-13.097373768990222,0,0,0,0,0.0,9999,3036.0
GWK60_A02453,GWK60_A02453,ORF,CP048230.1,296784,298550,W,1767,0,0,0.0,0.0,0.0,1767,1.0,0.9999998434671832,-13.097373768990222,0,0,0,0,0.0,9999,3187.0
GWK60_A02475,GWK60_A02475,ORF,CP048230.1,298781,301912,C,3132,0,0,0.0,0.0,0.0,3132,1.0,0.9999999999998153,-13.097373768990222,0,0,0,0,0.0,9999,2160.3333333333335
GWK60_A02497,GWK60_A02497,ORF,CP048230.1,302446,303276,C,831,0,0,0.0,0.0,0.0,831,1.0,0.9981852660075083,-13.097373768990222,0,0,0,0,0.0,9999,1653.0
GWK60_A02519,GWK60_A02519,ORF,CP048230.1,303502,305559,C,2058,0,0,0.0,0.0,0.0,2058,1.0,0.9999999914727594,-13.097373768990222,0,0,0,0,0.0,9999,1565.0
GWK60_A02541,GWK60_A02541,ORF,CP048230.1,305706,306797,W,1092,1,1,0.0009157509157509158,1.4977106227106227,1.4977106227106227,865,0.7921245421245421,0.7920186585402399,-12.097373768990222,0,0,0,0,0.0,1092.0,1635.5
GWK60_A02563,GWK60_A02563,ORF,CP048230.1,306984,307238,W,255,0,0,0.0,0.0,0.0,255,1.0,0.6341355910108007,-13.097373768990222,0,0,0,0,0.0,9999,1620.0
GWK60_A02585,GWK60_A02585,ORF,CP048230.1,307549,308838,W,1290,0,0,0.0,0.0,0.0,1290,1.0,0.9999815421067044,-13.097373768990222,0,0,0,0,0.0,9999,1851.0
GWK60_A02607,GWK60_A02607,ORF,CP048230.1,309045,310370,C,1326,0,0,0.0,0.0,0.0,1326,1.0,0.9999871222929576,-13.097373768990222,0,0,0,0,0.0,9999,1909.0
GWK60_A02629,GWK60_A02629,ORF,CP048230.1,310613,311450,W,651,0,0,0.0,0.0,0.0,651,1.0,0.9891211899829261,-13.097373768990222,0,0,0,0,0.0,9999,2197.5
GWK60_A02651,GWK60_A02651,ORF,CP048230.1,311931,312863,W,933,0,0,0.0,0.0,0.0,933,1.0,0.9993448559080368,-13.097373768990222,0,0,0,0,0.0,9999,2277.0
GWK60_A02673,GWK60_A02673,ORF,CP048230.1,312952,315435,C,2484,0,0,0.0,0.0,0.0,2484,1.0,0.9999999998795757,-13.097373768990222,0,0,0,0,0.0,9999,4735.0
GWK60_A02695,GWK60_A02695,ORF,CP048230.1,315813,317021,C,1209,0,0,0.0,0.0,0.0,1209,1.0,0.9999585093099298,-13.097373768990222,0,0,0,0,0.0,9999,4473.0
GWK60_A02717,GWK60_A02717,ORF,CP048230.1,317339,317653,W,315,0,0,0.0,0.0,0.0,315,1.0,0.759510916949111,-13.097373768990222,0,0,0,0,0.0,9999,2256.5
GWK60_A02739,GWK60_A02739,ORF,CP048230.1,318016,319521,W,1506,0,0,0.0,0.0,0.0,1506,1.0,0.9999978713064616,-13.097373768990222,0,0,0,0,0.0,9999,2392.5
GWK60_A02761,GWK60_A02761,ORF,CP048230.1,319868,320854,C,987,0,0,0.0,0.0,0.0,987,1.0,0.999618111532317,-13.097373768990222,0,0,0,0,0.0,9999,2289.5
GWK60_A02783,GWK60_A02783,ORF,CP048230.1,321432,322004,W,573,0,0,0.0,0.0,0.0,573,1.0,0.9765693323263297,-13.097373768990222,0,0,0,0,0.0,9999,2490.0
GWK60_A02805,GWK60_A02805,ORF,CP048230.1,322182,323111,C,930,0,0,0.0,0.0,0.0,930,1.0,0.9993249172693672,-13.097373768990222,0,0,0,0,0.0,9999,1384.5
GWK60_A02827,GWK60_A02827,ORF,CP048230.1,323402,323626,W,225,0,0,0.0,0.0,0.0,225,1.0,0.5621765008857981,-13.097373768990222,0,0,0,0,0.0,9999,1362.5
GWK60_A02849,GWK60_A02849,ORF,CP048230.1,323768,325141,C,1374,0,0,0.0,0.0,0.0,1374,1.0,0.9999920314496384,-13.097373768990222,0,0,0,0,0.0,9999,1399.75
GWK60_A02871,GWK60_A02871,ORF,CP048230.1,325407,326912,W,1506,0,0,0.0,0.0,0.0,1506,1.0,0.9999978713064616,-13.097373768990222,0,0,0,0,0.0,9999,1553.5
GWK60_A02893,GWK60_A02893,ORF,CP048230.1,327258,327563,W,306,0,0,0.0,0.0,0.0,306,1.0,0.7426905453026857,-13.097373768990222,0,0,0,0,0.0,9999,1400.25
GWK60_A02915,GWK60_A02915,ORF,CP048230.1,327809,328415,C,348,0,0,0.0,0.0,0.0,348,1.0,0.8145725807070178,-13.097373768990222,0,0,0,0,0.0,9999,1432.5
GWK60_A02937,GWK60_A02937,ORF,CP048230.1,328743,331121,W,2379,3,4,0.0012610340479192938,2.165825977301387,2.310214375788146,1855,0.7797393862967633,0.7797393860284312,-10.77544567410286,0,0,0,0,0.0,793.0,1717.5
