RDF,1
standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,reads,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_A00693,GWK60_A00693,ORF,CP048230.1,102637,106125,C,3489,0,0,0.0,0.0,0.0,3489,1.0,0.9999999999999949,-12.755930741084399,0,0,0,0,0.0,9999,494.54545454545456
GWK60_A00715,GWK60_A00715,ORF,CP048230.1,106542,107636,W,1095,0,0,0.0,0.0,0.0,1095,1.0,0.9998702796695016,-12.755930741084399,1,0,0,0,0.0,9999,477.8
GWK60_A00737,GWK60_A00737,ORF,CP048230.1,107762,108751,C,990,0,0,0.0,0.0,0.0,990,1.0,0.9996293938593735,-12.755930741084399,1,0,0,0,0.0,9999,472.4
GWK60_A00759,EST2,ORF,CP048230.1,109052,111607,W,2556,0,0,0.0,0.0,0.0,2556,1.0,0.9999999999413831,-12.755930741084399,0,0,0,0,0.0,9999,493.2
GWK60_A00781,GWK60_A00781,ORF,CP048230.1,111705,113963,C,2259,0,0,0.0,0.0,0.0,2259,1.0,0.9999999988574464,-12.755930741084399,0,0,0,0,0.0,9999,327.0833333333333
GWK60_A00803,GWK60_A00803,ORF,CP048230.1,114196,118476,W,4281,2,4,0.000467180565288484,0.1456504115311156,0.20633808300241374,2318,0.541462275169353,0.541462275169353,-10.434002646197037,0,0,0,0,0.0,2140.5,311.7647058823529
GWK60_A00825,GWK60_A00825,ORF,CP048230.1,118583,119263,C,681,0,0,0.0,0.0,0.0,681,1.0,0.9919179913746745,-12.755930741084399,0,0,0,0,0.0,9999,297.4375
GWK60_A00847,PEX23B,ORF,CP048230.1,119483,120694,W,1212,1,2,0.0008250825082508251,0.2755775577557756,0.36743674367436746,763,0.6295379537953796,0.629512605761772,-11.170968240363242,0,0,0,0,0.0,1212.0,334.0
GWK60_A00869,GWK60_A00869,ORF,CP048230.1,121621,121857,C,237,0,0,0.0,0.0,0.0,237,1.0,0.5914589784327801,-12.755930741084399,0,0,0,0,0.0,9999,334.64285714285717
GWK60_A00891,GWK60_A00891,ORF,CP048230.1,122845,123504,W,660,9,20,0.013636363636363636,3.9511363636363632,6.503928170594837,298,0.45151515151515154,0.4470217621873675,-8.363613318305639,1,0,0,0,0.0,73.33333333333333,289.75
GWK60_A00913,GWK60_A00913,ORF,CP048230.1,123980,125215,W,1236,0,0,0.0,0.0,0.0,1236,1.0,0.9999683265470388,-12.755930741084399,0,0,0,0,0.0,9999,288.95
GWK60_A00935,GWK60_A00935,ORF,CP048230.1,126050,127501,C,1452,0,0,0.0,0.0,0.0,1452,1.0,0.9999963471528481,-12.755930741084399,2,0,0,0,0.0,9999,296.45
GWK60_A00957,GWK60_A00957,ORF,CP048230.1,128085,130010,W,1926,1,2,0.0005192107995846313,0.16381100726895118,0.24268297373177952,1688,0.8764278296988577,0.8764278017223573,-11.170968240363242,0,0,0,0,0.0,1926.0,315.5
GWK60_A00979,GWK60_A00979,ORF,CP048230.1,130228,131835,C,1608,0,0,0.0,0.0,0.0,1608,1.0,0.9999992324028361,-12.755930741084399,0,0,0,0,0.0,9999,291.7826086956522
GWK60_A01001,GWK60_A01001,ORF,CP048230.1,132712,132921,W,210,0,0,0.0,0.0,0.0,210,1.0,0.52497918747894,-12.755930741084399,0,0,0,0,0.0,9999,335.9375
GWK60_A01023,GWK60_A01023,ORF,CP048230.1,133262,135667,W,2406,2,3,0.0008312551953449709,0.3761706844001108,0.40304001900011877,967,0.4019118869492934,0.40191188684371026,-10.755930741084399,0,0,0,0,0.0,1203.0,452.53333333333336
GWK60_A01045,GWK60_A01045,ORF,CP048230.1,136034,137863,W,1830,0,0,0.0,0.0,0.0,1830,1.0,0.999999916631899,-12.755930741084399,0,0,0,0,0.0,9999,359.94736842105266
GWK60_A01067,GWK60_A01067,ORF,CP048230.1,138245,140797,W,2553,0,0,0.0,0.0,0.0,2553,1.0,0.9999999999395981,-12.755930741084399,0,0,0,0,0.0,9999,503.2
GWK60_A01089,GWK60_A01089,ORF,CP048230.1,140956,141267,W,312,1,1,0.003205128205128205,1.6668803418803417,1.2501602564102563,275,0.8814102564102564,0.6645733878957075,-11.755930741084399,2,0,0,0,0.0,312.0,520.0666666666667
GWK60_A01111,DIP5,ORF,CP048230.1,142280,144121,W,1842,3,4,0.0016286644951140066,1.086193936356803,1.0459645313065509,1521,0.8257328990228013,0.8257328379673897,-10.434002646197037,0,0,0,0,0.0,614.0,666.9230769230769
GWK60_A01133,GWK60_A01133,ORF,CP048230.1,147012,147893,W,882,0,0,0.0,0.0,0.0,882,1.0,0.9989094696325389,-12.755930741084399,0,0,0,0,0.0,9999,915.3333333333334
GWK60_A01155,GIT1,ORF,CP048230.1,148737,150332,C,1596,0,0,0.0,0.0,0.0,1596,1.0,0.9999991345366991,-12.755930741084399,0,0,0,0,0.0,9999,927.2
GWK60_A01177,EPA10,ORF,CP048230.1,152581,156771,W,4191,0,0,0.0,0.0,0.0,4191,1.0,1.0,-12.755930741084399,0,0,0,0,0.0,9999,1425.7142857142858
GWK60_A01199,PGD1,ORF,CP048230.1,157478,158917,W,1440,0,0,0.0,0.0,0.0,1440,1.0,0.999995881428255,-12.755930741084399,0,0,0,0,0.0,9999,3785.0
GWK60_A01221,EPA9,ORF,CP048230.1,161505,165887,W,4383,0,0,0.0,0.0,0.0,4383,1.0,1.0,-12.755930741084399,0,0,0,0,0.0,9999,6828.0
GWK60_A01243,GWK60_A01243,ORF,CP048230.1,166594,168033,W,1440,1,1,0.0006944444444444445,1.6729166666666668,1.6729166666666668,1209,0.8395833333333333,0.8395798754491391,-11.755930741084399,0,0,0,0,0.0,1440.0,2409.0
GWK60_A01265,TRP5,ORF,CP048230.1,168514,170637,W,2124,2,5,0.0009416195856873823,1.5199623352165725,3.166588198367859,1469,0.6916195856873822,0.6916195826391963,-10.170968240363242,0,0,0,0,0.0,1062.0,1614.2
GWK60_A01287,CWH41,ORF,CP048230.1,170951,173395,W,2445,0,0,0.0,0.0,0.0,2445,1.0,0.9999999998221356,-12.755930741084399,0,0,0,0,0.0,9999,827.7777777777778
GWK60_A01309,GWK60_A01309,ORF,CP048230.1,174356,176077,W,1722,0,0,0.0,0.0,0.0,1722,1.0,0.9999997545076978,-12.755930741084399,0,0,0,0,0.0,9999,730.75
GWK60_A01353,GWK60_A01353,ORF,CP048230.1,177006,177486,C,318,0,0,0.0,0.0,0.0,318,1.0,0.7649478037637647,-12.755930741084399,0,0,0,0,0.0,9999,671.9166666666666
GWK60_A01375,GWK60_A01375,ORF,CP048230.1,178790,179257,W,468,0,0,0.0,0.0,0.0,468,1.0,0.935836123594826,-12.755930741084399,0,0,0,0,0.0,9999,658.6666666666666
GWK60_A01397,GWK60_A01397,ORF,CP048230.1,179925,180182,W,258,0,0,0.0,0.0,0.0,258,1.0,0.6410674063348171,-12.755930741084399,0,0,0,0,0.0,9999,658.6666666666666
GWK60_A01419,GWK60_A01419,ORF,CP048230.1,180310,181059,C,648,2,3,0.0030864197530864196,1.8304673721340388,2.023148148148148,563,0.8688271604938271,0.8590907303098803,-10.755930741084399,0,0,0,0,0.0,375.0,593.0714285714286
GWK60_A01441,MIG1,ORF,CP048230.1,182472,183746,W,1275,7,8,0.005490196078431373,3.5192156862745096,2.9635500515995874,937,0.7349019607843137,0.7348862008496703,-9.586005739642086,0,0,0,0,0.0,182.14285714285714,641.0
GWK60_A01463,GWK60_A01463,ORF,CP048230.1,184908,185264,W,357,1,1,0.0028011204481792717,1.6034413765506201,1.1814831195636148,258,0.7226890756302521,0.5982301706797186,-11.755930741084399,0,0,0,0,0.0,357.0,572.4285714285714
GWK60_A01485,GWK60_A01485,ORF,CP048230.1,185977,188061,C,2085,0,0,0.0,0.0,0.0,2085,1.0,0.9999999934904793,-12.755930741084399,0,0,0,0,0.0,9999,629.5
GWK60_A01507,GWK60_A01507,ORF,CP048230.1,188383,190308,C,1926,1,1,0.0005192107995846313,0.34253078178311824,0.25239110236650814,1329,0.6900311526479751,0.6900311306214532,-11.755930741084399,1,0,0,0,0.0,1926.0,659.7142857142857
GWK60_A01529,GWK60_A01529,ORF,CP048230.1,190708,191343,W,636,0,0,0.0,0.0,0.0,636,1.0,0.9873828393206613,-12.755930741084399,0,0,0,0,0.0,9999,695.6153846153846
GWK60_A01551,GWK60_A01551,ORF,CP048230.1,192070,193479,W,1410,0,0,0.0,0.0,0.0,1410,1.0,0.9999944405176665,-12.755930741084399,0,0,0,0,0.0,9999,944.8888888888889
GWK60_A01573,GWK60_A01573,ORF,CP048230.1,193738,195555,C,1818,0,0,0.0,0.0,0.0,1818,1.0,0.9999999060027298,-12.755930741084399,0,0,0,0,0.0,9999,1084.3333333333333
GWK60_A01595,HXT4,ORF,CP048230.1,196148,197854,C,1707,1,3,0.0005858230814294083,0.8628197617652802,1.9413444639718802,1203,0.7047451669595782,0.7047449659512091,-10.755930741084399,0,0,0,0,0.0,1707.0,1472.8333333333333
GWK60_A01617,HXT1,ORF,CP048230.1,201317,203008,C,1692,1,1,0.000591016548463357,1.4652777777777777,1.4652777777777777,1414,0.8356973995271868,0.835697122593851,-11.755930741084399,0,0,0,0,0.0,1692.0,2479.25
GWK60_A01639,HXT5,ORF,CP048230.1,205137,206903,C,1767,0,0,0.0,0.0,0.0,1767,1.0,0.9999998434671832,-12.755930741084399,0,0,0,0,0.0,9999,2523.0
GWK60_A01661,GWK60_A01661,ORF,CP048230.1,209025,211829,C,2805,0,0,0.0,0.0,0.0,2805,1.0,0.9999999999951401,-12.755930741084399,0,0,0,0,0.0,9999,2776.6666666666665
GWK60_A01683,GWK60_A01683,ORF,CP048230.1,212460,214844,C,2385,0,0,0.0,0.0,0.0,2385,1.0,0.9999999996759101,-12.755930741084399,0,0,0,0,0.0,9999,6038.0
GWK60_A01705,GWK60_A01705,ORF,CP048230.1,215685,215951,W,267,1,1,0.003745318352059925,0,0,135,0.5056179775280899,0.3344678894846389,-11.755930741084399,0,0,0,0,0.0,267.0,9999
GWK60_A01727,GWK60_A01727,ORF,CP048230.1,216271,227502,W,11232,0,0,0.0,0.0,0.0,11232,1.0,1.0,-12.755930741084399,0,0,0,0,0.0,9999,1900.0
GWK60_A01771,GWK60_A01771,ORF,CP048230.1,228106,229326,W,1221,0,0,0.0,0.0,0.0,1221,1.0,0.9999632008863909,-12.755930741084399,0,0,0,0,0.0,9999,947.5
GWK60_A01793,GWK60_A01793,ORF,CP048230.1,229436,231463,C,2028,0,0,0.0,0.0,0.0,2028,1.0,0.999999988489429,-12.755930741084399,0,0,0,0,0.0,9999,1062.5
GWK60_A01815,GWK60_A01815,ORF,CP048230.1,231832,232212,C,381,0,0,0.0,0.0,0.0,381,1.0,0.8593618742658659,-12.755930741084399,0,0,0,0,0.0,9999,930.8
GWK60_A01837,GWK60_A01837,ORF,CP048230.1,232956,235028,C,2073,0,0,0.0,0.0,0.0,2073,1.0,0.9999999926605359,-12.755930741084399,0,0,0,0,0.0,9999,1014.6
GWK60_A01859,GWK60_A01859,ORF,CP048230.1,236896,239226,W,2331,0,0,0.0,0.0,0.0,2331,1.0,0.9999999994438593,-12.755930741084399,0,0,0,0,0.0,9999,1311.0
GWK60_A01903,GWK60_A01903,ORF,CP048230.1,239787,241808,C,2022,0,0,0.0,0.0,0.0,2022,1.0,0.999999987777655,-12.755930741084399,0,0,0,0,0.0,9999,1327.8
GWK60_A01925,GWK60_A01925,ORF,CP048230.1,242419,244065,W,1647,0,0,0.0,0.0,0.0,1647,1.0,0.9999994802929345,-12.755930741084399,0,0,0,0,0.0,9999,1110.2857142857142
GWK60_A01947,GWK60_A01947,ORF,CP048230.1,244279,245421,C,1143,0,0,0.0,0.0,0.0,1143,1.0,0.9999197272442962,-12.755930741084399,0,0,0,0,0.0,9999,1227.2857142857142
GWK60_A01969,GWK60_A01969,ORF,CP048230.1,246399,247580,W,1182,1,1,0.0008460236886632825,1.8557529610829102,1.8557529610829102,757,0.6404399323181049,0.6404051240042777,-11.755930741084399,0,0,0,0,0.0,1182.0,2193.5
GWK60_A02013,GWK60_A02013,ORF,CP048230.1,248086,249903,C,1818,0,0,0.0,0.0,0.0,1818,1.0,0.9999999060027298,-12.755930741084399,0,0,0,0,0.0,9999,2389.0
GWK60_A02035,HXT6/7,ORF,CP048230.1,250700,252358,C,1659,0,0,0.0,0.0,0.0,1659,1.0,0.9999995390611554,-12.755930741084399,0,0,0,0,0.0,9999,1908.5
GWK60_A02057,HXT4/6/7,ORF,CP048230.1,256975,258624,C,1650,1,1,0.0006060606060606061,1.121904761904762,0.9816666666666667,1544,0.9357575757575758,0.9357571038106678,-11.755930741084399,0,0,0,0,0.0,1650.0,1851.142857142857
GWK60_A02079,GWK60_A02079,ORF,CP048230.1,263580,264401,W,822,1,1,0.0012165450121654502,1.8434712084347122,1.382603406326034,764,0.9294403892944039,0.9275951750289193,-11.755930741084399,0,0,0,0,0.0,822.0,1515.3333333333333
GWK60_A02101,GWK60_A02101,ORF,CP048230.1,265990,266844,W,855,0,0,0.0,0.0,0.0,855,1.0,0.9985719267115775,-12.755930741084399,0,0,0,0,0.0,9999,1328.888888888889
GWK60_A02123,HXT3,ORF,CP048230.1,267343,269013,C,1671,3,5,0.0017953321364452424,2.043087971274686,2.619343552916264,1231,0.7366846199880311,0.7366843188194959,-10.170968240363242,0,0,0,0,0.0,557.0,1138.0
GWK60_A02145,GWK60_A02145,ORF,CP048230.1,270009,270275,W,267,0,0,0.0,0.0,0.0,267,1.0,0.6615031592029524,-12.755930741084399,0,0,0,0,0.0,9999,685.3333333333334
GWK60_A02167,GWK60_A02167,ORF,CP048230.1,271399,272730,C,1332,0,0,0.0,0.0,0.0,1332,1.0,0.9999878722231386,-12.755930741084399,0,0,0,0,0.0,9999,697.7692307692307
GWK60_A02189,GWK60_A02189,ORF,CP048230.1,273815,274774,W,960,0,0,0.0,0.0,0.0,960,1.0,0.9994997988929205,-12.755930741084399,0,0,0,0,0.0,9999,563.3846153846154
GWK60_A02211,GWK60_A02211,ORF,CP048230.1,275232,276569,C,1338,0,0,0.0,0.0,0.0,1338,1.0,0.9999885784818139,-12.755930741084399,0,0,0,0,0.0,9999,577.8333333333334
GWK60_A02233,YPS7,ORF,CP048230.1,276959,278722,C,1764,0,0,0.0,0.0,0.0,1764,1.0,0.9999998387000499,-12.755930741084399,0,0,0,0,0.0,9999,538.5384615384615
GWK60_A02277,GWK60_A02277,ORF,CP048230.1,279298,281022,C,1725,0,0,0.0,0.0,0.0,1725,1.0,0.9999997617630899,-12.755930741084399,0,0,0,0,0.0,9999,664.0769230769231
GWK60_A02299,GWK60_A02299,ORF,CP048230.1,281204,283804,W,2601,0,0,0.0,0.0,0.0,2601,1.0,0.9999999999626243,-12.755930741084399,0,0,0,0,0.0,9999,767.7272727272727
GWK60_A02321,GWK60_A02321,ORF,CP048230.1,284239,285189,W,951,0,0,0.0,0.0,0.0,951,1.0,0.999452718592235,-12.755930741084399,0,0,0,0,0.0,9999,716.6
GWK60_A02343,GWK60_A02343,ORF,CP048230.1,285630,286589,W,960,0,0,0.0,0.0,0.0,960,1.0,0.9994997988929205,-12.755930741084399,0,0,0,0,0.0,9999,678.4
GWK60_A02365,GWK60_A02365,ORF,CP048230.1,286832,288025,C,1194,0,0,0.0,0.0,0.0,1194,1.0,0.9999517950191998,-12.755930741084399,0,0,0,0,0.0,9999,608.6363636363636
GWK60_A02387,GWK60_A02387,ORF,CP048230.1,292062,293201,W,1140,2,3,0.0017543859649122807,2.8837719298245617,4.325657894736842,456,0.4,0.3999669131108594,-10.755930741084399,0,0,0,0,0.0,570.0,1643.75
GWK60_A02409,GWK60_A02409,ORF,CP048230.1,293614,296232,W,2619,0,0,0.0,0.0,0.0,2619,1.0,0.9999999999687812,-12.755930741084399,0,0,0,0,0.0,9999,1736.5
GWK60_A02431,GWK60_A02431,ORF,CP048230.1,296308,296610,C,303,1,1,0.0033003300330033004,5.00990099009901,5.00990099009901,277,0.9141914191419142,0.6736821886001894,-11.755930741084399,1,0,0,0,0.0,303.0,1518.0
GWK60_A02453,GWK60_A02453,ORF,CP048230.1,296784,298550,W,1767,0,0,0.0,0.0,0.0,1767,1.0,0.9999998434671832,-12.755930741084399,0,0,0,0,0.0,9999,1593.5
GWK60_A02475,GWK60_A02475,ORF,CP048230.1,298781,301912,C,3132,0,0,0.0,0.0,0.0,3132,1.0,0.9999999999998153,-12.755930741084399,0,0,0,0,0.0,9999,3240.5
GWK60_A02497,GWK60_A02497,ORF,CP048230.1,302446,303276,C,831,0,0,0.0,0.0,0.0,831,1.0,0.9981852660075083,-12.755930741084399,0,0,0,0,0.0,9999,3306.0
GWK60_A02519,GWK60_A02519,ORF,CP048230.1,303502,305559,C,2058,0,0,0.0,0.0,0.0,2058,1.0,0.9999999914727594,-12.755930741084399,0,0,0,0,0.0,9999,3130.0
GWK60_A02541,GWK60_A02541,ORF,CP048230.1,305706,306797,W,1092,0,0,0.0,0.0,0.0,1092,1.0,0.9998663296253665,-12.755930741084399,0,0,0,0,0.0,9999,3271.0
GWK60_A02563,GWK60_A02563,ORF,CP048230.1,306984,307238,W,255,0,0,0.0,0,0,255,1.0,0.6341355910108007,-12.755930741084399,0,0,0,0,0.0,9999,9999
GWK60_A02585,GWK60_A02585,ORF,CP048230.1,307549,308838,W,1290,0,0,0.0,0,0,1290,1.0,0.9999815421067044,-12.755930741084399,0,0,0,0,0.0,9999,9999
GWK60_A02607,GWK60_A02607,ORF,CP048230.1,309045,310370,C,1326,0,0,0.0,0,0,1326,1.0,0.9999871222929576,-12.755930741084399,0,0,0,0,0.0,9999,9999
GWK60_A02629,GWK60_A02629,ORF,CP048230.1,310613,311450,W,651,0,0,0.0,0.0,0.0,651,1.0,0.9891211899829261,-12.755930741084399,0,0,0,0,0.0,9999,4395.0
GWK60_A02651,GWK60_A02651,ORF,CP048230.1,311931,312863,W,933,0,0,0.0,0.0,0.0,933,1.0,0.9993448559080368,-12.755930741084399,0,0,0,0,0.0,9999,4554.0
GWK60_A02673,GWK60_A02673,ORF,CP048230.1,312952,315435,C,2484,0,0,0.0,0.0,0.0,2484,1.0,0.9999999998795757,-12.755930741084399,0,0,0,0,0.0,9999,4735.0
GWK60_A02695,GWK60_A02695,ORF,CP048230.1,315813,317021,C,1209,0,0,0.0,0.0,0.0,1209,1.0,0.9999585093099298,-12.755930741084399,0,0,0,0,0.0,9999,4473.0
GWK60_A02717,GWK60_A02717,ORF,CP048230.1,317339,317653,W,315,0,0,0.0,0.0,0.0,315,1.0,0.759510916949111,-12.755930741084399,0,0,0,0,0.0,9999,4513.0
GWK60_A02739,GWK60_A02739,ORF,CP048230.1,318016,319521,W,1506,0,0,0.0,0.0,0.0,1506,1.0,0.9999978713064616,-12.755930741084399,0,0,0,0,0.0,9999,1595.0
GWK60_A02761,GWK60_A02761,ORF,CP048230.1,319868,320854,C,987,0,0,0.0,0.0,0.0,987,1.0,0.999618111532317,-12.755930741084399,0,0,0,0,0.0,9999,1526.3333333333333
GWK60_A02783,GWK60_A02783,ORF,CP048230.1,321432,322004,W,573,0,0,0.0,0.0,0.0,573,1.0,0.9765693323263297,-12.755930741084399,0,0,0,0,0.0,9999,1660.0
GWK60_A02805,GWK60_A02805,ORF,CP048230.1,322182,323111,C,930,1,1,0.001075268817204301,0.8506912442396314,0.7443548387096773,823,0.8849462365591397,0.8843488246373002,-11.755930741084399,0,0,0,0,0.0,930.0,791.1428571428571
GWK60_A02827,GWK60_A02827,ORF,CP048230.1,323402,323626,W,225,0,0,0.0,0.0,0.0,225,1.0,0.5621765008857981,-12.755930741084399,0,0,0,0,0.0,9999,778.5714285714286
GWK60_A02849,GWK60_A02849,ORF,CP048230.1,323768,325141,C,1374,1,1,0.000727802037845706,0.5821376585568725,0.5093704512372635,1160,0.8442503639010189,0.8442436364494764,-11.755930741084399,0,0,0,0,0.0,1374.0,799.8571428571429
GWK60_A02871,GWK60_A02871,ORF,CP048230.1,325407,326912,W,1506,0,0,0.0,0.0,0.0,1506,1.0,0.9999978713064616,-12.755930741084399,0,0,0,0,0.0,9999,887.7142857142857
GWK60_A02893,GWK60_A02893,ORF,CP048230.1,327258,327563,W,306,0,0,0.0,0.0,0.0,306,1.0,0.7426905453026857,-12.755930741084399,0,0,0,0,0.0,9999,800.1428571428571
GWK60_A02915,GWK60_A02915,ORF,CP048230.1,327809,328415,C,348,1,1,0.0028735632183908046,2.352216748768473,2.0581896551724137,328,0.9425287356321839,0.7677580645744305,-11.755930741084399,0,0,0,0,0.0,607.0,818.5714285714286
GWK60_A02937,GWK60_A02937,ORF,CP048230.1,328743,331121,W,2379,3,3,0.0012610340479192938,1.2376148441722212,1.0829129886506934,2058,0.8650693568726355,0.8650693565749388,-10.755930741084399,1,0,0,0,0.0,793.0,981.4285714285714
GWK60_A02959,GWK60_A02959,ORF,CP048230.1,331647,331886,C,240,0,0,0.0,0.0,0.0,240,1.0,0.598687660112452,-12.755930741084399,0,0,0,0,0.0,9999,1025.8333333333333
